onset	duration	item	repeat	accuracy	reaction_time
10	3	gamma3	0	n/a	n/a
16	3	beta5	0	1	1.1919
22	3	beta2	0	1	1.1845
30	3	gamma2	0	1	1.1915
38	3	alpha3	0	1	0.99138
46	3	alpha1	0	1	2.5759
50	3	beta1	0	1	1.3918
56	3	beta3	0	1	1.4681
60	3	gamma4	0	1	1.5085
68	3	alpha5	0	1	1.2881
74	3	beta4	0	1	1.5041
78	3	gamma1	0	1	1.1965
82	3	alpha2	0	1	1.5009
86	3	alpha2	1	n/a	n/a
92	3	alpha4	0	1	2.6118
96	3	gamma5	0	1	1.4928
102	3	alpha3	0	1	0.96394
106	3	gamma4	0	1	1.0528
114	3	beta5	0	1	1.1973
120	3	gamma5	0	1	1.3091
124	3	gamma1	0	1	1.429
132	3	alpha1	0	1	2.1332
140	3	alpha2	0	n/a	n/a
146	3	gamma2	0	1	1.3813
150	3	gamma3	0	1	1.7412
158	3	beta3	0	1	1.3256
162	3	alpha5	0	1	1.11
166	3	beta4	0	1	1.2455
172	3	beta4	1	1	2.1818
178	3	alpha4	0	1	1.4703
184	3	beta1	0	0	1.7741
188	3	beta2	0	1	1.5018
192	3	alpha1	0	1	1.0225
198	3	alpha2	0	0	1.8059
204	3	gamma4	0	1	2.8944
208	3	gamma3	0	0	1.4462
214	3	gamma3	1	1	1.8067
218	3	gamma1	0	1	1.3427
222	3	beta1	0	1	1.3346
228	3	alpha3	0	1	1.1103
234	3	beta5	0	1	1.4469
240	3	gamma2	0	1	1.335
248	3	beta4	0	1	1.1749
254	3	gamma5	0	1	1.2472
262	3	gamma5	1	1	1.6311
270	3	alpha4	0	1	0.98317
276	3	alpha5	0	1	2.1914
284	3	beta3	0	1	1.6156
292	3	beta2	0	1	1.1918
296	3	beta4	0	1	1.6232
300	3	beta5	0	1	1.9915
306	3	alpha3	0	1	1.7438
310	3	gamma2	0	1	1.2798
314	3	alpha5	0	1	1.3119
320	3	beta1	0	1	1.4717
324	3	alpha1	0	1	1.08
328	3	gamma5	0	1	1.4798
334	3	beta2	0	1	1.3197
342	3	alpha4	0	1	0.93523
346	3	gamma3	0	1	1.3516
352	3	gamma1	0	1	1.4719
358	3	alpha2	0	1	1.7125
362	3	gamma4	0	1	1.3524
366	3	beta3	0	1	1.3687
