onset	duration	item	repeat	accuracy	reaction_time
10	3	gamma4	0	1	0.82189
16	3	gamma4	1	1	1.2944
20	3	gamma5	0	1	1.0382
26	3	beta3	0	1	0.8781
34	3	beta3	1	1	1.4952
42	3	beta2	0	1	0.99059
48	3	gamma3	0	1	0.65458
56	3	gamma2	0	1	0.88658
64	3	alpha4	0	1	1.0151
68	3	alpha1	0	1	1.871
74	3	alpha5	0	1	1.6631
80	3	beta4	0	1	1.0709
88	3	alpha2	0	1	0.97522
94	3	gamma1	0	1	0.74345
100	3	beta5	0	1	1.3355
104	3	alpha3	0	1	1.0073
112	3	beta1	0	1	1.1036
116	3	alpha4	0	1	1.0315
120	3	beta4	0	1	1.2237
124	3	beta1	0	0	1.1445
132	3	alpha2	0	1	0.86369
140	3	beta2	0	1	0.84807
146	3	beta5	0	1	1.1358
150	3	gamma4	0	1	0.86402
156	3	gamma3	0	1	1.2562
162	3	gamma1	0	1	1.3284
170	3	gamma5	0	1	1.472
174	3	alpha3	0	1	1.0007
182	3	gamma2	0	1	0.69632
188	3	alpha1	0	1	0.88827
194	3	beta3	0	1	1.0484
200	3	alpha5	0	1	1.0963
204	3	gamma3	0	1	1.0964
212	3	alpha5	0	1	0.76113
218	3	gamma2	0	1	1.353
222	3	gamma5	0	1	1.2253
228	3	beta5	0	1	1.609
234	3	beta5	1	1	0.88891
238	3	alpha4	0	1	0.94531
242	3	gamma1	0	1	0.88934
246	3	beta4	0	1	0.9535
252	3	beta3	0	1	0.87355
256	3	alpha1	0	1	1.0251
260	3	beta1	0	1	0.80169
268	3	alpha2	0	1	0.92921
272	3	gamma4	0	1	1.1056
280	3	beta2	0	1	0.9137
284	3	alpha3	0	1	0.88976
290	3	gamma4	0	1	0.89813
294	3	beta1	0	1	1.1219
302	3	gamma1	0	1	0.97016
306	3	alpha2	0	1	0.83384
312	3	beta4	0	1	0.80993
316	3	alpha1	0	1	0.76219
322	3	alpha5	0	1	1.1863
326	3	beta5	0	1	0.8901
332	3	gamma2	0	1	0.87449
338	3	gamma3	0	1	0.86649
342	3	alpha4	0	1	1.0105
346	3	beta3	0	1	0.96255
350	3	gamma5	0	1	1.1863
356	3	beta2	0	1	1.2631
362	3	beta2	1	1	1.5995
368	3	alpha3	0	1	1.0708
