onset	duration	item	repeat	accuracy	reaction_time
10	3	gamma4	0	n/a	n/a
14	3	gamma1	0	0	1.7169
18	3	beta2	0	1	1.0207
22	3	alpha1	0	1	0.99692
26	3	gamma5	0	1	1.9572
32	3	beta5	0	1	1.2449
38	3	gamma2	0	1	1.6768
44	3	alpha3	0	1	1.1814
50	3	beta4	0	1	1.3015
54	3	beta3	0	1	1.5733
58	3	alpha2	0	1	1.3337
66	3	alpha4	0	1	0.94949
70	3	alpha5	0	1	1.4137
78	3	beta1	0	1	1.2058
86	3	gamma3	0	1	1.3502
90	3	gamma1	0	1	1.2617
98	3	gamma2	0	1	1.6542
104	3	beta2	0	1	1.5179
108	3	beta1	0	1	1.1418
116	3	alpha5	0	1	1.2539
120	3	alpha1	0	0	1.1021
124	3	gamma3	0	1	1.0942
128	3	alpha4	0	1	0.94245
134	3	alpha4	1	1	1.4303
142	3	beta4	0	1	0.93457
148	3	alpha3	0	1	1.2704
154	3	gamma4	0	1	1.1743
162	3	beta5	0	1	1.3025
166	3	alpha2	0	1	1.0547
170	3	gamma5	0	1	1.0071
176	3	beta3	0	1	1.1346
180	3	beta4	0	1	1.1031
186	3	beta4	1	1	1.1428
192	3	gamma3	0	1	1.0554
198	3	beta1	0	1	0.94327
202	3	alpha1	0	1	0.97555
208	3	gamma1	0	1	0.93546
212	3	alpha4	0	1	1.1837
220	3	gamma4	0	1	1.0308
226	3	beta3	0	1	1.1194
230	3	alpha3	0	1	1.0158
238	3	gamma2	0	1	0.96611
244	3	gamma5	0	1	1.1108
248	3	alpha5	0	1	1.0877
254	3	alpha2	0	1	0.839
258	3	beta2	0	1	0.88831
264	3	beta2	1	0	1.0397
272	3	beta5	0	0	1.8243
276	3	gamma5	0	1	1.2643
284	3	beta1	0	1	1.0137
290	3	beta1	1	1	1.0373
298	3	beta4	0	1	1.165
302	3	alpha2	0	1	0.97685
306	3	alpha4	0	1	1.2006
312	3	gamma4	0	1	1.0242
318	3	gamma1	0	0	1.7617
324	3	alpha5	0	1	1.4
328	3	beta3	0	1	1.1926
334	3	alpha3	0	1	0.99324
340	3	gamma3	0	1	0.79309
344	3	beta2	0	1	1.1371
350	3	beta5	0	1	0.97604
358	3	alpha1	0	1	0.96865
366	3	gamma2	0	1	1.2813
