onset	duration	item	repeat	accuracy	reaction_time
10	3	gamma2	0	1	1.2888
16	3	gamma5	0	1	1.7996
20	3	alpha1	0	1	1.5378
24	3	alpha2	0	1	1.5623
28	3	alpha4	0	0	1.5545
34	3	beta2	0	1	0.52624
38	3	gamma1	0	1	0.52759
44	3	gamma1	1	0	0.59436
52	3	alpha3	0	1	0.71109
56	3	beta1	0	1	0.79419
62	3	gamma3	0	1	0.79826
68	3	beta3	0	1	0.96582
74	3	alpha5	0	1	1.0403
80	3	gamma4	0	1	0.99114
86	3	beta4	0	1	1.0072
94	3	beta5	0	1	0.95711
100	3	gamma5	0	1	0.94662
108	3	beta4	0	1	1.1709
112	3	alpha3	0	1	0.80296
116	3	gamma1	0	1	0.71521
120	3	alpha2	0	1	1.2435
128	3	alpha2	1	1	1.3934
132	3	beta1	0	1	0.73155
138	3	gamma4	0	1	0.76006
146	3	alpha5	0	1	0.93601
152	3	beta5	0	1	0.8839
158	3	gamma2	0	1	0.96707
162	3	gamma2	1	0	1.9353
166	3	beta3	0	1	1.7958
174	3	alpha4	0	1	0.77175
182	3	gamma3	0	1	1.1597
186	3	beta2	0	1	1.0166
190	3	alpha1	0	1	1.0557
194	3	alpha2	0	1	1.1842
202	3	beta5	0	1	0.96806
208	3	gamma3	0	1	0.69569
212	3	alpha1	0	1	1.3278
218	3	gamma2	0	1	1.44
226	3	gamma1	0	1	1.4645
230	3	beta4	0	1	1.4317
236	3	gamma5	0	1	1.2166
240	3	alpha4	0	1	1.2613
246	3	alpha3	0	1	1.3205
252	3	gamma4	0	1	1.1923
258	3	beta3	0	1	0.91703
264	3	beta2	0	1	1.6725
272	3	beta2	1	0	0.96513
278	3	beta1	0	1	0.71725
286	3	alpha5	0	1	0.82946
290	3	beta1	0	1	0.88529
296	3	gamma2	0	1	0.96574
302	3	alpha2	0	1	1.0377
308	3	beta4	0	1	0.91757
316	3	alpha3	0	1	0.66961
320	3	gamma4	0	1	0.91771
324	3	gamma5	0	1	1.2623
330	3	gamma3	0	1	1.5018
334	3	alpha1	0	1	1.0383
342	3	beta2	0	1	1.4064
346	3	alpha4	0	1	0.98228
350	3	alpha5	0	1	1.3102
354	3	gamma1	0	1	1.0945
362	3	beta3	0	1	1.0463
366	3	beta5	0	1	1.2308
