onset	duration	item	repeat	accuracy	reaction_time
10	3	beta4	0	1	0.33769
14	3	beta1	0	1	0.89748
18	3	gamma1	0	1	0.68932
26	3	beta5	0	1	0.84939
30	3	gamma4	0	1	0.72141
34	3	gamma3	0	1	0.77012
40	3	alpha4	0	1	0.74576
46	3	gamma2	0	1	0.73816
50	3	gamma5	0	1	0.95404
58	3	alpha5	0	1	0.81791
62	3	beta3	0	1	0.74599
66	3	alpha2	0	1	0.95454
74	3	beta2	0	1	0.73829
80	3	alpha1	0	1	0.73807
86	3	alpha1	1	1	0.91416
94	3	alpha3	0	1	0.75461
102	3	beta4	0	1	0.77036
108	3	alpha1	0	1	0.69859
116	3	alpha4	0	1	1.3308
120	3	beta5	0	1	0.83515
126	3	gamma1	0	1	0.69132
132	3	gamma3	0	1	0.9391
136	3	gamma3	1	1	1.0272
140	3	beta3	0	1	0.70752
146	3	gamma2	0	1	0.89094
150	3	gamma5	0	1	0.92362
156	3	alpha5	0	1	0.68322
164	3	beta1	0	1	0.65182
170	3	alpha2	0	1	0.63589
174	3	beta2	0	1	0.88387
178	3	beta2	1	1	0.89195
184	3	alpha3	0	1	0.65211
188	3	gamma4	0	1	0.70788
194	3	alpha3	0	1	0.65322
198	3	beta5	0	1	0.6597
204	3	alpha2	0	1	0.60428
210	3	beta4	0	1	0.61181
218	3	beta3	0	1	0.78011
226	3	alpha5	0	1	0.59655
232	3	gamma1	0	1	0.94857
238	3	gamma3	0	1	1.1963
242	3	alpha1	0	1	0.83632
248	3	gamma4	0	1	0.79654
254	3	beta1	0	1	0.64465
260	3	alpha4	0	1	0.54881
266	3	gamma5	0	1	0.62058
272	3	beta2	0	1	0.7571
276	3	beta2	1	1	1.0852
280	3	gamma2	0	1	0.62909
286	3	gamma4	0	1	0.6372
292	3	alpha1	0	1	0.65332
300	3	alpha5	0	1	1.8532
308	3	alpha3	0	1	0.84034
316	3	gamma5	0	1	0.60544
324	3	gamma2	0	1	0.71788
328	3	alpha2	0	1	0.92536
332	3	gamma1	0	1	0.78951
336	3	gamma3	0	1	1.2215
340	3	beta2	0	1	0.89416
348	3	beta5	0	1	0.75824
354	3	alpha4	0	1	0.61416
360	3	beta4	0	1	0.60611
364	3	beta1	0	1	1.2941
368	3	beta3	0	1	0.76642
