onset	duration	item	repeat	accuracy	reaction_time
10	3	beta1	0	1	1.3833
14	3	beta3	0	1	0.6676
20	3	gamma3	0	1	0.62726
26	3	alpha1	0	1	0.59229
34	3	alpha1	1	1	0.7365
38	3	gamma4	0	1	0.57992
44	3	alpha2	0	1	0.78437
48	3	alpha4	0	1	0.61211
52	3	gamma5	0	1	0.77186
56	3	beta5	0	1	0.58786
64	3	beta5	1	0	1.108
70	3	gamma2	0	1	0.59233
74	3	beta4	0	1	0.79632
78	3	beta2	0	1	0.67629
82	3	alpha5	0	1	0.81254
88	3	gamma1	0	1	0.54819
94	3	alpha3	0	1	0.52435
98	3	gamma2	0	1	0.60477
104	3	gamma2	1	0	0.73266
108	3	beta3	0	1	0.55705
114	3	alpha3	0	1	0.66906
118	3	alpha1	0	1	1.0768
122	3	alpha5	0	1	0.90062
128	3	gamma5	0	1	0.96524
136	3	gamma1	0	1	0.54927
144	3	gamma3	0	1	0.99691
148	3	beta5	0	1	0.77319
152	3	beta1	0	1	0.89339
158	3	gamma4	0	1	0.86951
164	3	alpha4	0	1	0.68535
170	3	alpha2	0	1	0.98176
178	3	beta2	0	1	0.78987
182	3	beta4	0	1	1.1654
190	3	alpha2	0	1	0.61372
196	3	beta5	0	1	0.82187
200	3	gamma5	0	1	0.77369
204	3	beta3	0	1	0.92629
208	3	alpha5	0	1	0.79819
214	3	gamma2	0	1	0.54172
220	3	gamma1	0	1	0.73395
226	3	gamma4	0	1	1.254
232	3	beta2	0	1	0.75817
240	3	beta4	0	1	0.69416
246	3	alpha1	0	1	0.7106
250	3	alpha4	0	1	0.96662
254	3	beta1	0	1	0.80658
262	3	gamma3	0	1	0.63051
266	3	alpha3	0	1	0.6939
272	3	alpha4	0	0	1.1624
280	3	gamma4	0	1	0.67889
286	3	gamma2	0	1	0.61474
294	3	gamma3	0	1	0.57517
298	3	beta4	0	1	0.76692
302	3	gamma1	0	1	0.90332
310	3	alpha2	0	1	1.071
316	3	alpha5	0	1	0.78319
322	3	beta5	0	1	0.78353
330	3	beta1	0	1	0.93579
334	3	beta3	0	1	0.97596
342	3	beta2	0	1	0.74384
346	3	beta2	1	1	1.3037
354	3	alpha1	0	1	0.67981
360	3	alpha3	0	1	0.86378
366	3	gamma5	0	1	0.80746
