onset	duration	item	repeat	accuracy	reaction_time
10	3	alpha2	0	n/a	n/a
14	3	beta1	0	1	0.87781
18	3	gamma1	0	1	0.69392
22	3	alpha5	0	1	0.89401
26	3	gamma2	0	1	0.69415
30	3	gamma4	0	1	0.67782
36	3	alpha3	0	1	0.62214
42	3	alpha1	0	1	1.0941
50	3	gamma3	0	1	0.71837
56	3	gamma3	1	1	1.2463
62	3	beta4	0	1	0.6469
68	3	beta5	0	1	0.83897
76	3	beta2	0	1	0.91058
80	3	alpha4	0	1	0.64647
84	3	gamma5	0	1	0.69462
92	3	beta3	0	1	0.67065
98	3	gamma4	0	1	0.63921
106	3	gamma3	0	1	0.7194
110	3	gamma5	0	1	0.78295
116	3	beta3	0	1	0.7435
122	3	alpha2	0	1	0.78328
128	3	beta4	0	1	0.78293
132	3	beta2	0	1	0.79118
140	3	alpha3	0	1	1.0397
144	3	alpha4	0	1	1.0399
150	3	alpha4	1	1	1.1756
156	3	gamma1	0	1	0.6711
164	3	beta5	0	1	0.71206
170	3	alpha1	0	1	0.63223
176	3	beta1	0	1	0.7194
180	3	gamma2	0	1	0.87991
186	3	alpha5	0	1	0.83974
194	3	alpha2	0	1	1.2076
198	3	gamma1	0	1	0.75258
202	3	beta3	0	1	0.7036
206	3	alpha5	0	1	0.91981
214	3	alpha5	1	1	0.98423
218	3	alpha3	0	1	0.85957
224	3	gamma4	0	1	0.68823
230	3	alpha4	0	1	0.87994
238	3	gamma3	0	1	0.69036
242	3	beta4	0	1	0.86442
246	3	beta5	0	1	0.85654
250	3	beta5	1	1	0.9125
256	3	alpha1	0	1	0.60158
264	3	gamma2	0	1	0.68064
268	3	beta1	0	1	0.83634
272	3	beta2	0	1	0.83272
280	3	gamma5	0	1	0.68057
288	3	beta2	0	1	0.59306
296	3	gamma4	0	1	0.59267
300	3	alpha4	0	1	0.69054
304	3	beta5	0	1	0.87297
310	3	beta1	0	1	0.969
314	3	beta3	0	1	0.96146
320	3	gamma2	0	1	0.66556
326	3	gamma1	0	1	0.83314
332	3	beta4	0	1	0.84136
338	3	gamma5	0	1	0.81745
342	3	alpha3	0	1	0.64171
348	3	gamma3	0	1	0.63388
352	3	alpha2	0	1	0.68984
358	3	alpha5	0	1	0.87394
366	3	alpha1	0	1	1.0577
