onset	duration	item	repeat	accuracy	reaction_time
10	3	alpha2	0	n/a	n/a
14	3	gamma2	0	1	0.62246
22	3	alpha1	0	1	0.99862
28	3	alpha1	1	1	1.0545
32	3	beta2	0	1	0.56651
38	3	alpha4	0	1	0.63848
42	3	gamma1	0	1	0.86238
48	3	beta4	0	1	0.64674
52	3	gamma5	0	1	0.6147
60	3	beta3	0	1	0.73467
66	3	beta1	0	1	1.5189
72	3	beta5	0	0	1.215
78	3	gamma4	0	1	0.70337
86	3	alpha5	0	1	0.63153
92	3	gamma3	0	1	0.62364
96	3	alpha3	0	1	0.5835
102	3	alpha1	0	0	1.0953
106	3	gamma3	0	1	0.7674
114	3	beta4	0	1	0.67114
122	3	gamma1	0	1	0.64801
130	3	alpha2	0	1	0.93555
134	3	alpha4	0	1	1.1116
140	3	alpha4	1	1	0.83202
144	3	beta1	0	1	0.65584
148	3	alpha3	0	1	0.60772
154	3	alpha5	0	1	1.2564
158	3	alpha5	1	1	0.87116
162	3	beta5	0	1	0.63197
168	3	beta2	0	1	1.3204
174	3	gamma4	0	1	0.70417
178	3	gamma2	0	1	1.0721
182	3	gamma5	0	1	0.80835
186	3	beta3	0	1	0.70411
192	3	alpha4	0	1	0.79328
198	3	gamma4	0	1	0.83982
206	3	gamma1	0	1	0.6484
210	3	alpha5	0	1	0.91219
216	3	beta4	0	1	0.76844
220	3	alpha1	0	1	0.616
226	3	beta2	0	1	0.76048
234	3	beta3	0	1	0.52875
240	3	beta3	1	1	0.8325
244	3	gamma3	0	1	0.60862
248	3	beta5	0	1	1.489
252	3	gamma2	0	1	1.0644
260	3	alpha2	0	1	0.75291
266	3	beta1	0	1	0.52104
274	3	gamma5	0	1	0.92882
280	3	alpha3	0	1	0.92139
284	3	gamma3	0	1	0.68895
290	3	alpha1	0	1	0.79309
294	3	gamma4	0	1	0.86543
300	3	alpha3	0	1	0.64151
308	3	alpha2	0	1	1.1935
314	3	beta3	0	1	0.70532
320	3	gamma5	0	1	0.80954
326	3	alpha4	0	1	0.86589
330	3	beta1	0	1	0.70596
336	3	gamma1	0	1	0.69199
340	3	beta4	0	1	0.61819
344	3	beta2	0	1	0.73004
352	3	alpha5	0	1	0.63414
360	3	beta5	0	1	0.58608
368	3	gamma2	0	1	0.61013
