onset	duration	item	repeat	accuracy	reaction_time
10	3	beta4	0	n/a	n/a
18	3	gamma2	0	1	0.58454
26	3	alpha3	0	1	0.55206
30	3	beta5	0	1	0.64055
38	3	alpha4	0	1	0.67232
44	3	alpha4	1	1	0.86491
48	3	alpha1	0	1	1.0567
52	3	beta3	0	1	0.74499
58	3	beta1	0	1	0.77704
62	3	gamma5	0	1	0.71307
66	3	alpha5	0	1	0.88075
74	3	gamma3	0	1	0.54479
80	3	gamma3	1	1	0.75327
84	3	gamma4	0	1	0.68114
88	3	gamma1	0	1	0.60948
96	3	alpha2	0	1	0.69742
100	3	beta2	0	1	0.72101
104	3	beta3	0	1	0.62528
108	3	gamma2	0	1	0.67335
114	3	gamma4	0	1	0.68948
120	3	gamma1	0	1	1.0179
128	3	beta1	0	1	0.69785
132	3	alpha5	0	1	0.61739
140	3	alpha2	0	1	1.706
146	3	gamma3	0	1	0.6256
150	3	alpha1	0	1	0.87368
156	3	alpha4	0	1	1.1782
162	3	beta5	0	1	0.77018
166	3	gamma5	0	1	0.93812
172	3	beta4	0	1	0.65838
176	3	beta2	0	1	0.72317
184	3	beta2	1	1	1.1622
190	3	alpha3	0	1	0.53869
196	3	gamma5	0	1	0.72223
202	3	gamma1	0	0	1.3387
208	3	beta5	0	1	0.73897
214	3	alpha3	0	1	0.89087
220	3	gamma2	0	1	0.74667
224	3	gamma4	0	1	0.69099
230	3	alpha4	0	1	0.65906
236	3	beta2	0	1	0.62684
244	3	alpha2	0	1	0.75508
250	3	alpha2	1	1	0.81131
254	3	alpha1	0	1	0.7311
258	3	beta4	0	1	0.65123
266	3	gamma3	0	1	0.78763
270	3	alpha5	0	1	0.81955
276	3	beta1	0	1	0.56383
282	3	beta3	0	1	0.68361
288	3	beta1	0	1	1.0834
292	3	alpha3	0	1	0.63547
298	3	gamma1	0	1	0.60387
302	3	beta4	0	1	0.64403
310	3	gamma3	0	1	0.66796
316	3	beta3	0	1	0.66421
324	3	alpha2	0	1	0.70822
330	3	beta2	0	1	0.65251
334	3	gamma2	0	1	0.70055
342	3	beta5	0	1	0.58073
346	3	gamma5	0	1	0.59641
352	3	gamma4	0	1	0.83643
356	3	alpha1	0	1	0.8045
360	3	alpha4	0	1	1.4124
364	3	alpha5	0	1	1.1247
