onset	duration	item	repeat	accuracy	reaction_time
10	3	beta1	0	1	1.1601
16	3	alpha3	0	1	0.65629
22	3	gamma1	0	1	0.62052
28	3	gamma5	0	1	0.68359
32	3	gamma2	0	1	0.53635
36	3	beta2	0	1	0.56052
42	3	beta4	0	1	0.59241
48	3	beta4	1	0	0.91944
52	3	alpha1	0	1	0.63258
56	3	alpha2	0	1	0.46507
64	3	gamma3	0	1	0.72899
68	3	alpha5	0	1	0.54492
72	3	gamma4	0	1	0.68123
76	3	alpha4	0	1	0.60114
84	3	beta3	0	1	0.87056
90	3	beta5	0	1	0.80755
98	3	alpha4	0	1	1.0079
104	3	gamma3	0	1	0.85544
112	3	beta5	0	1	0.71354
118	3	gamma4	0	1	0.72062
122	3	gamma5	0	1	0.84973
126	3	gamma2	0	1	0.67374
132	3	beta4	0	1	0.66334
136	3	alpha3	0	1	0.67409
144	3	beta1	0	1	0.58508
150	3	beta3	0	0	1.1131
156	3	alpha5	0	1	0.83327
164	3	beta2	0	1	0.60955
172	3	gamma1	0	1	0.66342
176	3	alpha2	0	1	0.60675
182	3	alpha1	0	1	0.60197
188	3	gamma3	0	1	0.79154
192	3	alpha5	0	1	0.9033
198	3	alpha1	0	1	0.69508
206	3	beta3	0	1	0.7193
210	3	beta5	0	1	0.65869
214	3	beta5	1	1	0.97876
220	3	alpha4	0	1	0.68044
224	3	beta4	0	1	1.2387
232	3	gamma2	0	1	0.64789
236	3	gamma2	1	1	1.2303
240	3	alpha3	0	1	0.64335
248	3	gamma5	0	1	0.60701
254	3	gamma4	0	1	0.62316
262	3	beta1	0	1	0.607
266	3	alpha2	0	1	0.55942
270	3	gamma1	0	1	0.79898
274	3	beta2	0	1	0.59171
280	3	alpha2	0	1	0.6471
284	3	alpha1	0	1	0.61553
290	3	gamma1	0	1	0.61518
298	3	gamma2	0	1	0.5918
302	3	gamma2	1	1	0.77559
308	3	alpha4	0	1	0.66318
314	3	gamma4	0	1	0.82338
318	3	beta1	0	1	0.59941
324	3	gamma3	0	1	0.92768
330	3	beta3	0	1	0.67177
334	3	gamma5	0	1	0.76436
340	3	alpha5	0	1	0.94867
346	3	beta4	0	1	0.65261
350	3	beta5	0	1	1.0203
356	3	alpha3	0	1	0.61268
364	3	beta2	0	1	0.62858
