onset	duration	item	repeat	accuracy	reaction_time
10	3	beta5	0	n/a	n/a
18	3	beta3	0	0	1.0008
24	3	beta3	1	1	0.85701
30	3	gamma4	0	1	0.56927
34	3	alpha1	0	1	0.70476
40	3	gamma5	0	1	0.60938
48	3	alpha2	0	1	0.69747
54	3	beta4	0	1	0.68929
58	3	alpha3	0	1	0.75357
62	3	gamma2	0	1	0.96941
70	3	beta2	0	1	0.69757
74	3	gamma3	0	1	0.68142
82	3	alpha4	0	1	0.60154
86	3	gamma1	0	1	0.70567
90	3	alpha5	0	1	0.57752
98	3	beta1	0	1	0.66584
104	3	beta1	1	1	1.1941
110	3	alpha2	0	1	0.70633
116	3	beta1	0	1	0.60989
124	3	gamma1	0	1	0.64235
130	3	alpha4	0	1	0.58617
138	3	alpha3	0	1	0.86636
144	3	alpha1	0	0	0.81834
150	3	alpha1	1	1	0.76239
154	3	beta4	0	1	0.67454
158	3	beta3	0	1	0.87463
164	3	gamma5	0	1	0.64252
170	3	gamma3	0	1	0.69866
174	3	beta5	0	1	0.73866
178	3	alpha5	0	1	0.65103
186	3	beta2	0	1	0.57924
190	3	gamma2	0	1	0.65108
194	3	gamma4	0	1	0.59488
198	3	gamma4	1	1	0.86732
202	3	beta5	0	1	0.691
210	3	gamma2	0	1	0.65966
216	3	alpha1	0	1	0.59096
220	3	alpha2	0	1	0.70783
224	3	alpha4	0	1	0.67688
228	3	gamma4	0	1	0.71524
232	3	alpha3	0	1	0.6594
236	3	gamma1	0	1	0.57166
240	3	alpha5	0	1	0.61178
246	3	gamma5	0	1	0.66808
254	3	beta3	0	1	0.65192
258	3	gamma3	0	1	0.61987
264	3	beta1	0	1	0.74833
270	3	beta2	0	1	0.59636
276	3	beta4	0	1	0.67602
284	3	alpha2	0	1	0.58818
290	3	alpha4	0	1	0.9321
298	3	gamma3	0	1	0.87635
304	3	beta4	0	1	0.64492
310	3	gamma2	0	1	0.65282
316	3	gamma5	0	0	0.97293
322	3	beta1	0	1	1.0531
330	3	gamma1	0	1	0.88529
336	3	gamma4	0	1	0.76491
340	3	beta3	0	1	0.70097
344	3	alpha1	0	1	0.6689
348	3	beta2	0	1	0.65286
354	3	alpha3	0	1	0.64504
360	3	alpha5	0	1	0.57333
364	3	beta5	0	1	0.96565
