onset	duration	item	repeat	accuracy	reaction_time
10	3	alpha2	0	n/a	n/a
18	3	gamma3	0	0	0.81593
22	3	beta5	0	0	1.5996
26	3	gamma2	0	1	0.72985
30	3	alpha5	0	0	0.91378
36	3	alpha4	0	0	1.1994
42	3	beta4	0	1	1.1511
48	3	alpha1	0	1	0.75204
52	3	alpha3	0	1	0.87994
58	3	beta3	0	0	0.77517
64	3	gamma1	0	1	0.8315
72	3	beta2	0	1	0.96002
76	3	gamma5	0	1	0.85888
82	3	beta1	0	1	0.59952
88	3	gamma4	0	1	0.64021
94	3	gamma5	0	0	0.95487
100	3	gamma5	1	1	0.93763
104	3	alpha3	0	1	0.78701
108	3	beta4	0	1	0.93142
112	3	gamma3	0	1	0.99518
116	3	alpha1	0	1	0.85138
120	3	beta2	0	1	0.6273
126	3	alpha2	0	1	0.62719
134	3	gamma1	0	1	0.5877
140	3	gamma4	0	1	0.69015
146	3	gamma4	1	1	1.064
154	3	beta3	0	1	0.71261
160	3	alpha5	0	1	0.71228
166	3	alpha4	0	1	0.96415
174	3	beta1	0	1	0.8518
178	3	gamma2	0	1	0.72807
182	3	beta5	0	1	0.61178
186	3	alpha2	0	1	0.58034
194	3	gamma3	0	1	0.66776
198	3	gamma3	1	0	1.0604
202	3	gamma2	0	1	0.71638
210	3	beta3	0	1	0.72002
216	3	beta2	0	1	0.88502
224	3	beta4	0	1	1.0277
230	3	alpha4	0	1	0.76428
238	3	gamma5	0	1	0.68472
242	3	alpha3	0	1	1.1719
250	3	gamma4	0	1	0.62835
258	3	alpha1	0	1	0.84544
262	3	alpha5	0	0	1.0051
268	3	gamma1	0	1	0.84497
274	3	beta1	0	1	0.76539
278	3	beta5	0	1	1.0611
286	3	beta2	0	1	0.62182
290	3	beta5	0	1	0.66151
296	3	beta4	0	1	0.9574
302	3	gamma3	0	1	0.64549
306	3	gamma5	0	1	0.90957
310	3	alpha3	0	1	0.75788
314	3	alpha4	0	1	0.75016
320	3	alpha2	0	1	0.60623
326	3	gamma1	0	1	0.6778
332	3	beta3	0	1	0.62982
336	3	alpha1	0	1	0.71028
344	3	gamma4	0	1	0.62234
350	3	alpha5	0	1	0.63041
356	3	beta1	0	1	0.60743
360	3	beta1	1	1	0.93431
364	3	gamma2	0	1	0.65451
