onset	duration	item	repeat	accuracy	reaction_time
10	3	beta3	0	1	0.99503
18	3	beta4	0	1	1.1228
22	3	alpha5	0	1	0.68253
30	3	alpha2	0	1	0.58699
34	3	alpha1	0	1	0.57877
40	3	alpha4	0	1	0.74703
48	3	gamma1	0	1	0.58724
56	3	alpha3	0	1	0.80321
60	3	gamma2	0	1	0.57942
66	3	gamma4	0	1	0.65919
74	3	beta2	0	1	0.66778
80	3	gamma3	0	1	0.65126
86	3	beta5	0	1	0.61995
92	3	beta1	0	1	0.89183
98	3	gamma5	0	1	0.68371
102	3	beta3	0	1	0.61952
110	3	alpha1	0	1	0.78013
118	3	alpha2	0	1	0.64402
124	3	alpha3	0	1	0.62787
128	3	gamma5	0	1	1.0044
132	3	beta1	0	1	0.70007
140	3	alpha5	0	1	0.82069
144	3	alpha4	0	1	0.86841
150	3	gamma4	0	1	0.88445
156	3	beta2	0	1	0.70037
164	3	gamma3	0	1	0.92444
168	3	gamma3	1	1	0.90051
172	3	beta5	0	1	1.2365
176	3	gamma1	0	1	0.8051
182	3	gamma2	0	1	0.78113
188	3	beta4	0	1	1.0933
192	3	beta3	0	1	0.83731
198	3	alpha1	0	1	0.94895
202	3	alpha4	0	1	0.82125
208	3	beta4	0	1	0.78893
214	3	gamma3	0	1	0.78931
218	3	alpha5	0	1	0.85367
224	3	beta1	0	1	0.74958
228	3	gamma5	0	1	0.89332
232	3	beta5	0	1	0.81428
238	3	alpha3	0	1	0.74955
242	3	gamma4	0	1	0.72586
246	3	alpha2	0	1	0.67783
254	3	gamma1	0	1	0.74186
258	3	gamma2	0	1	0.71781
266	3	beta2	0	1	0.86179
272	3	alpha4	0	1	0.75818
276	3	alpha2	0	1	0.8779
280	3	beta4	0	1	0.7659
288	3	gamma4	0	1	0.89406
294	3	alpha5	0	1	0.73432
298	3	beta1	0	1	0.80609
304	3	alpha1	0	1	0.78265
310	3	alpha1	1	1	0.98253
316	3	beta3	0	1	0.6948
322	3	beta5	0	1	0.79473
330	3	beta5	1	0	1.1543
334	3	alpha3	0	1	0.93885
338	3	gamma2	0	1	0.62263
346	3	gamma1	0	1	0.82299
352	3	gamma5	0	0	0.71097
358	3	gamma3	0	1	1.0024
362	3	gamma3	1	1	1.2672
366	3	beta2	0	1	0.91496
