onset	duration	item	repeat	accuracy	reaction_time
10	3	beta1	0	1	0.97908
18	3	alpha2	0	1	0.72349
24	3	alpha5	0	1	0.81943
30	3	beta4	0	1	0.63552
36	3	beta2	0	1	1.2914
44	3	alpha4	0	1	0.5956
50	3	beta5	0	1	0.61193
58	3	beta5	1	1	1.0121
62	3	alpha3	0	1	1.0597
68	3	beta3	0	1	0.66022
72	3	gamma5	0	1	1.0279
76	3	gamma2	0	1	0.63613
80	3	gamma2	1	1	0.86799
88	3	alpha1	0	1	0.75641
92	3	gamma1	0	1	0.77998
96	3	gamma3	0	1	0.75641
102	3	gamma4	0	1	0.84023
106	3	beta4	0	1	0.63634
114	3	gamma4	0	1	0.75995
122	3	beta3	0	1	0.90862
130	3	gamma1	0	1	0.70906
134	3	gamma2	0	1	1.0803
142	3	alpha4	0	1	0.78889
146	3	gamma5	0	1	0.72489
152	3	gamma3	0	1	0.72212
156	3	alpha5	0	1	0.74148
160	3	alpha3	0	1	0.9894
166	3	alpha2	0	1	0.64971
170	3	beta2	0	1	0.58114
174	3	beta1	0	1	0.53367
180	3	alpha1	0	1	1.0195
184	3	beta5	0	1	1.0014
188	3	alpha2	0	1	0.65372
192	3	gamma1	0	1	0.58142
198	3	gamma2	0	1	0.49809
204	3	alpha5	0	1	0.65096
208	3	alpha4	0	1	0.61918
214	3	gamma5	0	1	0.72442
222	3	beta4	0	1	0.6107
226	3	beta5	0	1	0.98219
230	3	gamma3	0	1	0.5981
236	3	alpha3	0	1	0.80445
242	3	gamma4	0	1	0.57281
248	3	beta1	0	1	0.64356
254	3	beta2	0	1	0.76558
260	3	alpha1	0	1	0.59035
266	3	beta3	0	1	0.68469
272	3	alpha5	0	1	0.54094
278	3	alpha5	1	0	0.86248
286	3	beta1	0	1	0.56566
294	3	gamma5	0	1	0.56717
298	3	gamma1	0	1	0.80616
304	3	gamma4	0	1	0.53487
308	3	beta2	0	1	0.55104
314	3	beta2	1	0	0.75912
318	3	alpha2	0	1	0.66354
322	3	beta5	0	1	0.51896
328	3	beta3	0	1	0.43911
332	3	alpha3	0	1	0.69571
338	3	gamma3	0	1	0.58332
342	3	alpha1	0	1	0.57544
350	3	alpha4	0	1	0.53571
358	3	beta4	0	1	0.56007
366	3	gamma2	0	1	0.60799
