onset	duration	item	repeat	accuracy	reaction_time
10	3	alpha1	0	n/a	n/a
14	3	gamma5	0	1	1.1553
22	3	beta1	0	1	1.7796
30	3	gamma2	0	1	1.1395
38	3	gamma3	0	1	2.9559
42	3	beta3	0	1	0.72433
50	3	beta5	0	1	1.1402
56	3	gamma4	0	1	0.93976
64	3	gamma1	0	0	1.6846
70	3	beta2	0	1	0.95666
78	3	alpha5	0	1	1.1481
84	3	alpha2	0	1	1.3082
92	3	alpha3	0	1	2.0604
98	3	alpha4	0	1	1.0204
102	3	beta4	0	1	1.2049
108	3	gamma4	0	1	0.93278
112	3	gamma2	0	1	1.6366
116	3	gamma5	0	1	1.0372
122	3	alpha4	0	1	1.7973
128	3	beta3	0	1	1.0772
134	3	gamma3	0	1	0.78094
140	3	alpha3	0	1	0.95722
144	3	beta2	0	1	1.5575
152	3	alpha2	0	1	0.80515
156	3	alpha1	0	1	1.2136
164	3	beta5	0	1	0.8695
172	3	gamma1	0	1	1.0539
176	3	gamma1	1	1	1.0376
180	3	alpha5	0	1	1.2939
186	3	beta4	0	1	1.8622
190	3	beta1	0	1	1.91
196	3	alpha3	0	1	0.95013
200	3	gamma2	0	1	1.7977
204	3	alpha4	0	1	0.9344
208	3	alpha1	0	1	1.8305
214	3	gamma1	0	1	1.0624
220	3	gamma4	0	1	1.782
226	3	beta2	0	1	1.0145
230	3	beta3	0	1	1.5103
236	3	alpha2	0	1	1.0705
240	3	alpha2	1	1	1.1747
244	3	beta5	0	1	1.1345
250	3	gamma3	0	1	1.1666
254	3	gamma3	1	1	1.1263
260	3	beta1	0	1	1.3583
266	3	alpha5	0	1	1.5905
270	3	beta4	0	1	1.542
278	3	gamma5	0	1	0.99805
286	3	beta3	0	1	0.89462
292	3	alpha4	0	1	1.2704
298	3	gamma1	0	1	1.5025
304	3	gamma5	0	1	1.287
310	3	gamma3	0	1	1.7429
314	3	gamma4	0	1	0.95883
318	3	alpha3	0	1	0.8626
324	3	beta4	0	1	0.83874
330	3	alpha5	0	1	0.9032
334	3	beta2	0	1	1.4789
338	3	gamma2	0	1	0.9669
346	3	beta5	0	1	1.4635
350	3	alpha1	0	1	1.0632
356	3	alpha1	1	0	1.0134
360	3	beta1	0	1	0.82363
364	3	alpha2	0	1	1.1194
