onset	duration	item	repeat	accuracy	reaction_time
10	3	gamma1	0	n/a	n/a
18	3	alpha2	0	1	0.97591
26	3	alpha5	0	1	0.7676
30	3	beta5	0	1	0.79967
36	3	alpha4	0	1	0.67153
44	3	alpha3	0	1	1.5516
52	3	beta1	0	1	0.78384
56	3	beta4	0	1	1.7683
64	3	gamma2	0	1	1.6641
68	3	gamma3	0	1	1.6479
74	3	gamma5	0	1	1.0161
82	3	beta3	0	1	1.6721
88	3	beta2	0	1	1.5926
92	3	gamma4	0	1	1.1527
96	3	alpha1	0	1	1.1203
102	3	beta4	0	1	0.953
106	3	beta5	0	1	1.433
110	3	beta5	1	1	0.64063
114	3	alpha2	0	1	0.90483
118	3	alpha3	0	1	1.9286
124	3	gamma2	0	1	0.89666
130	3	gamma1	0	1	1.2653
136	3	alpha4	0	1	1.0173
140	3	gamma5	0	1	1.2013
148	3	gamma4	0	1	1.0649
154	3	beta1	0	1	0.78518
160	3	beta3	0	1	1.5376
168	3	alpha1	0	1	0.90522
174	3	beta2	0	1	0.88138
180	3	alpha5	0	1	1.4818
184	3	gamma3	0	1	1.0179
188	3	beta1	0	1	0.90566
192	3	gamma3	0	1	1.5779
198	3	gamma1	0	1	0.80164
206	3	alpha3	0	1	0.81789
210	3	alpha5	0	1	0.97807
216	3	beta4	0	1	0.77814
220	3	alpha4	0	1	0.97038
224	3	alpha1	0	1	1.178
228	3	gamma2	0	1	1.1541
232	3	beta5	0	1	1.0187
236	3	beta3	0	1	0.922
244	3	beta3	1	0	0.67121
252	3	alpha2	0	1	0.62922
256	3	beta2	0	1	1.051
262	3	gamma4	0	1	0.91137
268	3	gamma5	0	1	2.4637
274	3	alpha5	0	1	1.1229
278	3	alpha5	1	1	1.3201
284	3	gamma2	0	1	0.80257
288	3	beta5	0	1	1.0903
294	3	beta1	0	1	1.1708
300	3	beta2	0	1	0.94658
306	3	alpha2	0	1	1.0233
312	3	alpha4	0	1	0.99444
316	3	beta3	0	1	1.1877
324	3	beta4	0	1	0.80288
328	3	gamma3	0	1	1.123
334	3	alpha3	0	1	0.80382
338	3	gamma4	0	1	0.8118
344	3	gamma5	0	1	1.1874
352	3	gamma1	0	1	0.98004
358	3	gamma1	1	1	1.1079
364	3	alpha1	0	1	1.8282
