onset	duration	item	repeat	accuracy	reaction_time
10	3	alpha2	0	1	0.85626
14	3	beta5	0	1	0.92811
20	3	gamma5	0	1	0.68918
26	3	beta3	0	1	0.75139
30	3	gamma2	0	1	0.80861
34	3	gamma3	0	1	0.90491
38	3	gamma4	0	1	0.90546
46	3	beta2	0	1	0.81599
52	3	alpha1	0	1	0.78572
56	3	alpha5	0	1	0.98441
60	3	beta4	0	1	0.63236
64	3	beta1	0	1	1.3853
68	3	gamma1	0	1	0.80146
76	3	alpha3	0	1	0.86574
82	3	alpha4	0	1	0.75298
88	3	gamma2	0	1	0.65717
94	3	gamma5	0	1	0.64228
98	3	alpha3	0	1	1.1459
106	3	alpha4	0	1	0.73013
114	3	gamma1	0	1	0.74651
120	3	beta5	0	1	0.58596
126	3	beta4	0	1	1.5221
130	3	beta2	0	1	1.2983
138	3	beta2	1	1	1.2583
142	3	alpha2	0	1	0.69878
148	3	gamma3	0	1	0.73776
154	3	beta3	0	1	0.75398
158	3	beta1	0	1	0.93111
164	3	alpha1	0	1	0.72219
172	3	alpha5	0	1	0.80236
178	3	gamma4	0	1	0.78721
182	3	beta2	0	1	0.6752
188	3	alpha2	0	1	0.74712
194	3	alpha2	1	1	1.603
198	3	gamma2	0	1	0.57139
204	3	gamma2	1	1	1.4434
208	3	gamma5	0	1	0.81952
216	3	gamma4	0	1	0.93988
220	3	gamma3	0	1	0.89203
228	3	gamma3	1	1	1.3477
232	3	alpha4	0	1	0.91712
238	3	gamma1	0	1	0.85219
244	3	alpha1	0	1	0.68368
248	3	beta4	0	1	0.78001
254	3	beta5	0	1	1.0522
262	3	alpha5	0	1	0.84421
266	3	beta1	0	1	0.63623
272	3	beta3	0	1	0.95657
276	3	alpha3	0	1	1.0204
280	3	gamma2	0	1	0.59614
286	3	gamma5	0	1	0.68035
290	3	alpha5	0	1	0.55264
294	3	alpha2	0	1	1.1087
300	3	beta3	0	1	0.67656
308	3	gamma1	0	1	0.62422
312	3	beta4	0	1	1.301
318	3	beta5	0	1	0.88461
324	3	gamma3	0	1	0.69677
330	3	gamma4	0	1	0.90087
338	3	beta2	0	1	0.66103
346	3	alpha1	0	1	0.59738
354	3	beta1	0	1	0.83728
358	3	alpha4	0	1	0.71759
364	3	alpha3	0	1	0.79756
