onset	duration	item	repeat	accuracy	reaction_time
10	3	beta3	0	1	0.75247
16	3	alpha2	0	1	0.76839
20	3	alpha1	0	0	1.7441
28	3	gamma1	0	1	0.79959
36	3	gamma4	0	1	0.91151
42	3	beta2	0	1	0.92078
46	3	gamma3	0	1	0.87954
50	3	alpha4	0	1	0.75272
56	3	alpha5	0	1	1.1764
60	3	beta5	0	1	0.82464
68	3	beta4	0	1	0.71205
76	3	gamma2	0	1	0.65713
80	3	gamma5	0	1	0.56931
84	3	beta1	0	1	0.77742
90	3	alpha3	0	1	0.73674
96	3	alpha2	0	1	0.82486
102	3	alpha3	0	1	0.98407
110	3	gamma2	0	1	0.85691
116	3	gamma3	0	1	0.71276
120	3	gamma5	0	1	0.96945
124	3	alpha4	0	1	0.68803
128	3	alpha4	1	1	1.3379
134	3	alpha5	0	1	0.96873
142	3	beta4	0	1	0.68797
148	3	gamma1	0	1	0.76868
154	3	beta1	0	1	0.82493
160	3	beta3	0	1	0.98411
168	3	alpha1	0	1	0.60102
174	3	gamma4	0	1	0.62437
178	3	beta2	0	1	0.64273
182	3	beta5	0	1	1.4107
186	3	beta1	0	1	1.1384
190	3	gamma5	0	1	1.4985
198	3	alpha2	0	1	0.72921
202	3	beta5	0	1	1.3387
208	3	gamma4	0	1	0.72263
214	3	beta3	0	1	0.76069
222	3	beta2	0	1	0.76041
226	3	alpha3	0	1	0.79532
232	3	beta4	0	1	0.94707
238	3	alpha1	0	1	0.76852
242	3	gamma3	0	1	0.65129
246	3	gamma3	1	1	0.95545
252	3	alpha5	0	1	0.77173
256	3	gamma2	0	1	0.73934
262	3	gamma1	0	1	1.4918
268	3	alpha4	0	1	0.66746
272	3	beta4	0	1	1.4275
278	3	alpha1	0	1	0.61185
282	3	alpha2	0	0	1.9398
288	3	beta3	0	1	2.346
294	3	gamma3	0	1	0.78808
298	3	gamma3	1	1	1.7481
302	3	gamma5	0	1	0.7639
308	3	gamma2	0	1	0.75625
316	3	alpha3	0	1	0.90463
320	3	alpha4	0	1	0.721
324	3	alpha4	1	1	1.0005
332	3	gamma4	0	1	0.72881
338	3	gamma1	0	1	0.68094
342	3	beta5	0	1	0.79629
348	3	beta2	0	1	0.82457
356	3	beta1	0	1	1.8566
364	3	alpha5	0	1	0.78904
