onset	duration	item	repeat	accuracy	reaction_time
10	3	gamma5	0	n/a	n/a
14	3	alpha5	0	1	0.69685
18	3	beta2	0	1	0.80035
26	3	gamma4	0	1	0.80867
32	3	alpha4	0	1	0.84078
40	3	gamma2	0	1	1.1526
46	3	alpha3	0	1	0.80893
54	3	beta1	0	1	0.84105
58	3	beta5	0	0	1.3372
62	3	beta5	1	1	1.4651
68	3	gamma3	0	1	1.0895
74	3	gamma1	0	1	1.6174
80	3	alpha1	0	1	2.8092
88	3	beta4	0	1	0.95314
92	3	beta3	0	1	0.99381
96	3	alpha2	0	1	1.2899
102	3	gamma5	0	1	0.72164
106	3	alpha5	0	1	0.80151
110	3	beta4	0	1	1.1136
116	3	beta1	0	1	0.65002
124	3	alpha1	0	1	0.73004
128	3	gamma2	0	1	0.73012
134	3	gamma1	0	0	1.5782
138	3	alpha2	0	1	0.85819
146	3	gamma4	0	1	0.84244
150	3	alpha3	0	1	0.93031
154	3	alpha4	0	n/a	n/a
158	3	beta3	0	1	0.54634
164	3	gamma3	0	1	0.93866
170	3	beta5	0	1	0.86679
176	3	beta2	0	1	0.86639
180	3	beta3	0	1	1.2028
186	3	alpha2	0	1	0.77064
194	3	alpha4	0	1	0.81056
200	3	beta1	0	1	0.89615
206	3	beta4	0	1	0.76008
214	3	beta5	0	1	1.169
222	3	gamma4	0	1	0.63203
226	3	gamma1	0	0	1.0096
230	3	beta2	0	1	0.95307
236	3	alpha5	0	1	0.08138
242	3	alpha5	1	0	0.80109
248	3	alpha1	0	1	1.2181
252	3	gamma2	0	1	1.5637
260	3	gamma5	0	1	1.8349
264	3	gamma3	0	1	2.2834
270	3	alpha3	0	n/a	n/a
278	3	beta3	0	1	0.82765
282	3	alpha1	0	1	0.62007
286	3	gamma2	0	1	0.70838
292	3	gamma1	0	0	1.5239
298	3	gamma1	1	1	1.3796
302	3	beta1	0	1	0.78815
308	3	alpha4	0	1	0.95627
312	3	beta5	0	1	0.6443
318	3	gamma5	0	1	0.83652
322	3	beta4	0	1	2.6848
328	3	beta2	0	1	0.65265
332	3	gamma4	0	1	1.6848
340	3	gamma3	0	1	1.8529
346	3	alpha2	0	1	0.63661
352	3	alpha5	0	1	0.90903
360	3	alpha3	0	1	0.86789
364	3	alpha3	1	1	1.4768
