onset	duration	item	repeat	accuracy	reaction_time
10	3	alpha1	0	1	0.68075
16	3	gamma2	0	1	0.64096
20	3	gamma5	0	1	0.60124
26	3	alpha2	0	1	0.61732
32	3	alpha2	1	1	1.2731
36	3	beta2	0	1	0.52145
42	3	alpha5	0	1	0.60932
46	3	alpha4	0	1	0.73695
54	3	alpha3	0	1	0.67303
62	3	gamma4	0	1	0.60947
66	3	beta5	0	1	0.63327
74	3	gamma1	0	1	0.57742
82	3	beta3	0	1	0.63403
90	3	gamma3	0	1	0.53814
96	3	beta4	0	1	0.63363
100	3	beta1	0	1	0.62609
104	3	beta4	0	1	0.60999
110	3	beta2	0	1	0.80996
114	3	beta3	0	1	0.69844
122	3	alpha4	0	1	0.61033
126	3	gamma1	0	1	0.64214
132	3	beta1	0	1	0.62978
138	3	gamma4	0	1	0.56756
144	3	gamma2	0	1	0.59986
150	3	alpha3	0	1	0.59203
156	3	alpha5	0	1	1.2957
164	3	beta5	0	1	0.65898
168	3	gamma5	0	1	0.62672
172	3	alpha1	0	1	0.71502
176	3	gamma3	0	1	0.53911
182	3	alpha2	0	1	0.9631
186	3	beta4	0	1	0.52321
192	3	gamma5	0	1	0.56967
200	3	gamma1	0	1	0.72348
204	3	alpha3	0	1	0.61151
208	3	beta5	0	1	0.54733
216	3	beta5	1	0	1.8835
220	3	alpha5	0	1	0.59541
224	3	alpha5	1	1	1.2674
230	3	alpha2	0	1	0.96359
234	3	alpha2	1	1	1.2836
238	3	alpha1	0	1	0.93183
242	3	gamma4	0	1	0.66784
246	3	gamma3	0	1	0.69195
252	3	beta2	0	1	0.64394
260	3	beta1	0	1	1.0521
266	3	alpha4	0	1	0.64431
272	3	gamma2	0	1	0.58837
278	3	beta3	0	1	0.84465
282	3	gamma1	0	1	0.83612
288	3	gamma4	0	1	0.77255
296	3	beta4	0	1	1.0446
300	3	gamma5	0	1	0.63634
306	3	alpha3	0	1	0.5724
314	3	beta2	0	1	0.75702
318	3	alpha2	0	1	0.57291
324	3	alpha5	0	1	0.92465
330	3	beta1	0	1	0.51713
336	3	alpha4	0	1	0.6289
340	3	gamma3	0	1	0.63721
348	3	beta3	0	1	0.66108
356	3	alpha1	0	1	0.61333
360	3	beta5	0	1	0.60549
366	3	gamma2	0	1	0.5658
