onset	duration	item	repeat	accuracy	reaction_time
10	3	beta4	0	1	0.7065
16	3	beta4	1	1	1.0107
20	3	alpha4	0	1	0.56303
28	3	alpha3	0	1	0.88259
34	3	alpha1	0	1	0.94698
38	3	gamma3	0	1	0.56303
46	3	beta5	0	1	0.55527
52	3	beta3	0	1	0.60308
60	3	gamma4	0	1	0.78743
64	3	alpha5	0	1	0.57925
72	3	gamma5	0	1	0.54748
76	3	gamma1	0	1	0.64354
82	3	gamma2	0	1	0.5155
86	3	gamma2	1	1	0.90785
92	3	beta1	0	1	0.49996
98	3	beta2	0	1	0.57979
104	3	alpha2	0	1	0.76395
110	3	gamma1	0	1	0.61185
118	3	beta3	0	1	0.63162
122	3	gamma4	0	1	0.69238
126	3	beta4	0	1	0.90829
130	3	beta2	0	1	0.74848
138	3	gamma5	0	1	0.64426
144	3	alpha1	0	1	0.53208
148	3	alpha3	0	0	1.0927
152	3	alpha5	0	1	0.78082
156	3	alpha2	0	1	0.75691
162	3	beta5	0	1	0.59646
168	3	beta1	0	1	0.62107
172	3	gamma3	0	1	0.52453
180	3	alpha4	0	1	0.74915
184	3	gamma2	0	1	0.6048
188	3	gamma4	0	1	0.76482
192	3	gamma3	0	1	0.67706
196	3	alpha1	0	1	0.50886
202	3	gamma5	0	1	0.62095
208	3	alpha3	0	1	0.54959
212	3	beta1	0	1	0.54149
216	3	beta2	0	1	0.52558
220	3	alpha5	0	1	0.56526
226	3	beta3	0	1	0.47783
230	3	gamma2	0	1	0.58322
236	3	beta5	0	1	0.54171
244	3	alpha4	0	1	0.56569
250	3	alpha4	1	1	1.8301
254	3	gamma1	0	1	0.52588
262	3	beta4	0	1	0.59773
270	3	alpha2	0	1	0.71011
274	3	alpha4	0	1	0.96603
280	3	gamma3	0	1	0.54218
288	3	alpha5	0	1	0.52613
296	3	beta5	0	1	0.52675
304	3	beta5	1	1	1.0227
310	3	gamma5	0	1	1.0465
314	3	alpha3	0	1	0.57493
322	3	beta3	0	1	0.73478
328	3	alpha1	0	1	0.63907
334	3	gamma2	0	1	0.55124
340	3	alpha2	0	1	0.7032
344	3	beta1	0	1	0.64734
348	3	beta4	0	0	1.4713
354	3	beta2	0	1	0.82331
360	3	gamma1	0	1	0.56717
366	3	gamma4	0	1	1.5596
