onset	duration	item	repeat	accuracy	reaction_time
10	3	alpha4	0	1	1.3519
18	3	alpha2	0	1	0.64815
24	3	alpha2	1	1	0.9194
30	3	gamma1	0	1	1.1119
34	3	gamma2	0	0	0.7117
40	3	beta3	0	1	0.78461
44	3	beta1	0	1	1.1042
50	3	alpha3	0	1	0.79247
54	3	alpha5	0	1	0.89654
62	3	alpha5	1	0	1.0398
70	3	gamma3	0	1	0.80002
78	3	beta5	0	1	0.64755
86	3	gamma4	0	1	0.79188
92	3	beta2	0	1	0.71237
98	3	beta4	0	1	0.66404
104	3	beta4	1	0	1.0481
110	3	alpha1	0	1	0.93547
118	3	gamma5	0	1	0.67171
122	3	beta1	0	1	0.69758
128	3	gamma2	0	1	0.63978
132	3	beta5	0	1	0.5936
136	3	alpha1	0	1	0.57771
142	3	beta4	0	1	0.52779
146	3	alpha4	0	1	0.56168
154	3	gamma3	0	1	0.5694
158	3	gamma1	0	1	0.65813
162	3	alpha3	0	1	0.8739
168	3	gamma4	0	1	0.60828
174	3	beta3	0	1	0.55955
180	3	alpha5	0	1	0.62349
188	3	alpha2	0	1	0.70389
192	3	gamma5	0	1	0.60223
198	3	beta2	0	1	0.64834
202	3	beta3	0	1	0.57053
210	3	beta2	0	1	0.56041
216	3	alpha4	0	1	0.61533
220	3	beta5	0	1	0.81109
226	3	gamma4	0	1	0.58376
232	3	gamma1	0	1	0.61594
240	3	alpha2	0	1	0.62464
246	3	gamma2	0	1	0.86736
254	3	alpha5	0	1	0.63236
258	3	beta1	0	1	0.6911
262	3	gamma3	0	1	0.77127
268	3	beta4	0	1	0.66412
272	3	gamma5	0	1	0.77138
276	3	alpha1	0	1	0.74719
280	3	alpha3	0	1	1.2835
284	3	beta2	0	1	0.67569
292	3	alpha2	0	1	0.70424
298	3	beta5	0	1	0.64357
306	3	alpha4	0	1	0.54375
310	3	beta4	0	1	1.0962
316	3	beta3	0	1	0.56167
322	3	gamma2	0	1	0.76802
326	3	alpha1	0	1	0.7132
330	3	alpha3	0	1	1.2804
334	3	gamma3	0	1	0.78792
342	3	beta1	0	1	1.3533
348	3	beta1	1	1	0.98466
352	3	gamma5	0	1	0.74442
356	3	alpha5	0	1	0.77687
362	3	gamma4	0	1	0.77681
368	3	gamma1	0	1	0.65804
