onset	duration	item	repeat	accuracy	reaction_time
10	3	beta2	0	n/a	n/a
18	3	beta3	0	1	1.5683
24	3	alpha5	0	1	1.1359
28	3	gamma2	0	1	0.89617
32	3	gamma4	0	1	0.76826
40	3	gamma3	0	1	0.79197
46	3	beta4	0	1	0.6481
50	3	beta5	0	1	1.0482
54	3	alpha4	0	1	0.78445
58	3	alpha2	0	1	0.88889
64	3	beta1	0	1	0.84069
70	3	gamma1	0	1	0.69664
74	3	alpha3	0	1	0.72868
78	3	alpha1	0	1	0.89602
82	3	gamma5	0	1	0.72012
86	3	gamma3	0	1	0.92813
94	3	alpha4	0	1	0.80012
100	3	alpha4	1	1	1.4161
108	3	gamma5	0	1	1.2885
114	3	beta2	0	1	0.84066
120	3	beta5	0	1	0.78471
124	3	alpha2	0	1	0.68882
128	3	alpha5	0	1	0.73675
132	3	alpha5	1	1	0.82478
138	3	alpha3	0	1	1.225
146	3	gamma2	0	1	0.68882
152	3	alpha1	0	1	0.68932
158	3	beta3	0	1	1.1371
166	3	gamma4	0	1	0.9772
174	3	beta4	0	1	1.0251
180	3	gamma1	0	1	0.70518
186	3	beta1	0	1	0.95373
192	3	gamma4	0	1	0.59371
200	3	alpha3	0	1	0.75365
204	3	gamma5	0	1	1.0414
212	3	alpha1	0	1	0.71379
218	3	alpha1	1	0	1.1061
222	3	beta2	0	1	1.7303
226	3	gamma1	0	1	0.69838
230	3	beta3	0	1	1.5539
238	3	alpha2	0	1	0.94647
242	3	beta1	0	1	0.65848
246	3	gamma3	0	1	0.98629
250	3	beta5	0	1	0.6262
258	3	alpha5	0	1	0.65075
262	3	alpha4	0	1	1.5146
268	3	beta4	0	1	1.0827
274	3	gamma2	0	1	0.78675
280	3	alpha1	0	1	0.8671
284	3	gamma3	0	1	0.67453
290	3	beta1	0	1	0.94662
296	3	beta3	0	1	1.4113
302	3	beta4	0	1	1.5871
306	3	alpha5	0	1	1.1551
314	3	alpha3	0	1	1.3471
322	3	alpha2	0	1	0.91555
328	3	beta5	0	1	1.1074
332	3	gamma5	0	1	0.83562
340	3	gamma5	1	1	1.4838
346	3	alpha4	0	1	0.88351
352	3	gamma4	0	1	0.78778
356	3	beta2	0	1	0.69947
362	3	gamma2	0	1	0.82755
366	3	gamma1	0	1	1.0599
