onset	duration	item	repeat	accuracy	reaction_time
10	3	gamma5	0	1	0.54186
14	3	alpha2	0	1	1.0219
18	3	gamma3	0	1	0.92597
22	3	gamma4	0	1	0.70247
28	3	alpha5	0	1	0.90204
32	3	beta1	0	1	1.6385
40	3	alpha3	0	1	1.2944
48	3	beta2	0	1	0.94215
52	3	gamma2	0	1	1.1905
56	3	gamma1	0	1	1.4142
60	3	beta3	0	1	1.1663
66	3	beta4	0	1	0.79863
70	3	alpha1	0	1	1.223
76	3	alpha4	0	1	1.0225
80	3	beta5	0	1	0.75078
84	3	alpha3	0	1	0.74291
90	3	alpha3	1	1	0.73514
98	3	gamma2	0	1	1.319
102	3	gamma2	1	1	1.039
108	3	alpha1	0	1	0.70304
116	3	beta2	0	1	0.7113
120	3	alpha5	0	1	1.0632
128	3	alpha2	0	1	0.90355
134	3	gamma4	0	1	0.73647
140	3	gamma3	0	1	1.136
146	3	beta1	0	1	1.0637
150	3	gamma5	0	1	0.71184
158	3	beta3	0	1	0.55186
162	3	beta5	0	1	0.91216
168	3	gamma1	0	1	0.66394
174	3	beta4	0	1	0.6321
180	3	alpha4	0	1	0.6563
188	3	alpha4	1	1	0.80143
192	3	alpha3	0	1	0.90452
196	3	alpha5	0	1	0.8003
202	3	alpha2	0	1	0.87251
206	3	alpha1	0	0	1.5207
210	3	gamma5	0	1	0.69654
216	3	beta1	0	1	0.61696
222	3	gamma3	0	1	0.64045
228	3	beta4	0	1	0.91253
234	3	alpha4	0	1	0.66448
242	3	alpha4	1	1	2.1051
246	3	beta5	0	1	0.87336
252	3	beta2	0	1	0.78537
256	3	gamma4	0	1	0.84127
264	3	gamma2	0	1	0.6892
272	3	beta3	0	1	0.64062
276	3	gamma1	0	1	0.67239
284	3	alpha2	0	1	0.50505
288	3	gamma4	0	1	0.52104
294	3	beta5	0	1	0.54493
298	3	gamma2	0	1	0.48923
304	3	alpha3	0	1	0.48932
308	3	beta2	0	1	0.58478
314	3	gamma3	0	1	0.9131
320	3	alpha4	0	1	0.52153
326	3	gamma5	0	1	0.63341
332	3	beta4	0	1	0.52949
338	3	alpha5	0	1	0.46543
346	3	beta1	0	1	0.56186
350	3	beta3	0	1	0.67385
356	3	alpha1	0	1	0.73784
364	3	gamma1	0	1	0.64199
