onset	duration	item	repeat	accuracy	reaction_time
10	3	alpha5	0	1	0.46468
14	3	beta5	0	1	0.55346
20	3	beta2	0	1	0.88807
26	3	alpha1	0	1	0.80027
32	3	gamma1	0	1	0.49661
38	3	alpha3	0	1	0.51218
46	3	gamma3	0	1	0.54461
50	3	beta4	0	1	0.85768
54	3	alpha4	0	1	0.47371
60	3	gamma5	0	1	0.53616
66	3	alpha2	0	1	0.68856
72	3	gamma4	0	1	0.67233
80	3	gamma2	0	1	0.63386
84	3	beta1	0	1	0.98577
88	3	beta3	0	1	0.842
92	3	alpha3	0	1	0.5448
98	3	beta4	0	1	0.60802
102	3	beta2	0	1	0.92233
106	3	alpha5	0	1	0.73032
112	3	gamma1	0	1	0.71283
120	3	alpha4	0	1	0.66671
124	3	gamma5	0	1	0.55479
130	3	gamma2	0	1	0.44869
138	3	alpha1	0	1	0.67461
144	3	alpha1	1	1	0.96026
148	3	gamma3	0	1	0.93076
152	3	beta5	0	1	0.69872
158	3	alpha2	0	1	0.61122
162	3	beta1	0	1	1.1071
170	3	beta3	0	1	0.88307
174	3	gamma4	0	1	1.027
182	3	alpha3	0	1	0.67536
186	3	beta4	0	1	0.71509
190	3	alpha2	0	1	0.73137
196	3	gamma1	0	1	0.60334
204	3	gamma1	1	1	0.69197
210	3	gamma2	0	1	0.57936
214	3	beta2	0	1	0.71576
222	3	beta2	1	1	1.2439
228	3	alpha1	0	1	0.65225
236	3	alpha1	1	1	0.89186
244	3	gamma5	0	1	1.2759
248	3	alpha4	0	1	0.70043
254	3	beta5	0	1	0.58802
258	3	beta3	0	1	0.77265
262	3	alpha5	0	1	0.73242
268	3	beta1	0	1	0.82056
276	3	gamma3	0	1	0.74431
284	3	gamma4	0	1	1.0369
290	3	beta4	0	1	0.98049
298	3	beta3	0	1	0.85268
302	3	gamma1	0	1	1.1251
308	3	alpha5	0	1	0.56514
314	3	beta1	0	1	0.93294
320	3	gamma4	0	1	0.62129
324	3	beta5	0	1	0.62939
330	3	gamma3	0	1	0.709
334	3	alpha3	0	1	0.70913
342	3	alpha1	0	1	1.0292
346	3	gamma5	0	1	0.88584
352	3	alpha2	0	1	0.79772
356	3	beta2	0	1	0.78977
362	3	alpha4	0	1	0.59773
366	3	gamma2	0	1	0.61348
