onset	duration	item	repeat	accuracy	reaction_time
10	3	alpha4	0	1	0.46486
14	3	beta4	0	1	0.61646
18	3	gamma1	0	1	0.5691
22	3	beta1	0	1	0.86498
28	3	alpha3	0	1	0.74494
34	3	gamma5	0	1	0.71254
40	3	gamma4	0	1	0.73666
46	3	beta3	0	1	0.81644
50	3	gamma2	0	1	1.0166
54	3	beta2	0	1	0.72833
62	3	alpha2	0	1	0.71257
66	3	gamma3	0	1	0.72098
74	3	beta5	0	1	0.75292
78	3	alpha1	0	1	0.83285
86	3	alpha5	0	1	0.71298
90	3	alpha4	0	1	0.74487
96	3	alpha4	1	1	0.64916
104	3	beta2	0	1	0.51321
108	3	gamma1	0	1	0.68956
112	3	alpha1	0	1	0.85746
118	3	gamma3	0	1	0.66564
122	3	alpha2	0	1	0.68988
130	3	alpha5	0	1	0.6734
138	3	alpha5	1	1	0.7695
146	3	gamma2	0	1	0.67369
152	3	beta5	0	1	0.77805
158	3	beta5	1	1	1.4341
164	3	beta4	0	1	0.94632
168	3	gamma4	0	1	0.93896
172	3	gamma5	0	1	0.73838
178	3	beta1	0	1	1.0984
182	3	alpha3	0	1	0.87398
188	3	alpha3	1	1	0.84243
192	3	beta3	0	1	0.65025
198	3	alpha4	0	1	0.74664
204	3	gamma3	0	1	0.63469
208	3	gamma2	0	1	0.71445
212	3	beta3	0	1	0.65874
216	3	beta2	0	1	0.58696
220	3	alpha2	0	1	0.68246
228	3	gamma4	0	1	0.63525
232	3	beta1	0	1	0.67516
238	3	alpha1	0	1	0.84285
242	3	beta5	0	1	0.71475
248	3	alpha5	0	1	0.66712
254	3	alpha3	0	1	0.65095
262	3	gamma5	0	1	0.66765
270	3	beta4	0	1	0.61151
274	3	gamma1	0	1	0.99537
282	3	alpha3	0	1	0.75535
288	3	alpha1	0	1	0.64336
296	3	beta2	0	1	0.62748
304	3	gamma1	0	1	0.58022
312	3	alpha2	0	1	0.63595
316	3	gamma3	0	1	0.62788
322	3	alpha4	0	1	0.67598
328	3	beta4	0	1	0.54044
334	3	gamma5	0	1	0.56424
340	3	beta1	0	1	0.66034
346	3	beta5	0	1	1.4445
350	3	alpha5	0	1	0.76467
356	3	beta3	0	1	0.7888
362	3	gamma4	0	1	0.62885
368	3	gamma2	0	1	0.85305
