onset	duration	item	repeat	accuracy	reaction_time
10	3	gamma3	0	n/a	n/a
18	3	beta1	0	1	0.59704
22	3	gamma1	0	1	1.7648
26	3	gamma4	0	0	0.89258
32	3	alpha1	0	1	1.0926
38	3	alpha3	0	1	1.9648
46	3	beta5	0	1	0.9561
52	3	beta3	0	1	1.0371
60	3	alpha2	0	1	1.1735
68	3	alpha4	0	1	1.1648
74	3	beta2	0	1	1.125
80	3	beta4	0	1	1.3485
86	3	gamma5	0	1	0.85321
92	3	gamma2	0	1	1.1412
96	3	alpha5	0	1	1.3418
100	3	beta3	0	1	1.0532
104	3	beta1	0	1	1.4055
108	3	beta1	1	1	0.96573
116	3	gamma3	0	1	0.79712
120	3	gamma1	0	1	1.3339
126	3	alpha5	0	1	1.8853
130	3	beta4	0	1	1.0781
138	3	beta5	0	1	1.1742
146	3	alpha3	0	1	0.70232
152	3	gamma5	0	1	0.91805
158	3	alpha4	0	1	1.3015
166	3	beta2	0	1	0.78286
170	3	alpha1	0	1	0.73438
176	3	gamma2	0	1	0.81501
182	3	gamma4	0	1	0.79096
190	3	alpha2	0	1	0.80708
198	3	alpha4	0	1	0.75036
202	3	gamma5	0	1	1.0227
206	3	gamma2	0	1	1.1274
212	3	gamma4	0	1	0.72708
218	3	gamma3	0	1	0.84701
224	3	gamma3	1	1	1.151
230	3	beta2	0	1	0.95161
234	3	beta2	1	1	1.7906
242	3	alpha3	0	1	0.70275
246	3	gamma1	0	1	0.77479
250	3	alpha1	0	1	0.68679
254	3	alpha2	0	0	1.7351
260	3	alpha5	0	1	0.87158
264	3	beta4	0	1	0.71078
272	3	beta4	1	0	1.0319
280	3	beta3	0	1	1.2564
286	3	beta5	0	0	1.6484
292	3	beta1	0	1	1.0403
296	3	alpha4	0	1	0.77572
300	3	gamma4	0	1	1.4317
306	3	gamma1	0	1	1.2961
310	3	beta3	0	1	1.8237
316	3	beta1	0	0	2.1368
322	3	alpha3	0	1	0.86451
330	3	gamma2	0	1	1.7444
334	3	alpha2	0	1	0.91182
338	3	gamma3	0	1	1.0082
344	3	beta2	0	1	1.4483
350	3	alpha5	0	1	1.8565
354	3	beta5	0	1	0.83257
358	3	beta4	0	1	1.2482
362	3	gamma5	0	1	1.2487
366	3	alpha1	0	1	0.88828
