onset	duration	item	repeat	accuracy	reaction_time
10	3	beta2	0	1	1.2598
16	3	beta1	0	1	1.844
20	3	alpha1	0	1	1.1722
24	3	gamma3	0	1	1.1722
32	3	beta3	0	1	1.3165
38	3	alpha5	0	1	1.5808
42	3	alpha4	0	1	1.9165
50	3	gamma1	0	1	0.63642
56	3	alpha3	0	1	1.1885
60	3	alpha3	1	0	1.8531
68	3	alpha2	0	1	1.4052
72	3	beta4	0	1	0.94882
78	3	gamma2	0	1	0.94868
86	3	gamma2	1	0	1.1174
94	3	beta5	0	1	1.4532
98	3	gamma5	0	1	1.621
102	3	gamma4	0	1	2.0134
106	3	beta4	0	n/a	n/a
110	3	beta2	0	1	0.0017277
114	3	gamma1	0	1	1.3496
120	3	beta1	0	1	1.0373
126	3	gamma4	0	1	0.7737
132	3	gamma3	0	1	1.502
136	3	beta5	0	n/a	n/a
144	3	alpha4	0	1	2.35
148	3	beta3	0	1	1.1736
152	3	gamma5	0	1	1.3263
158	3	alpha5	0	1	1.2378
164	3	alpha1	0	1	1.414
168	3	alpha1	1	1	1.3261
174	3	gamma2	0	1	1.766
182	3	alpha2	0	1	1.6941
188	3	alpha3	0	n/a	n/a
196	3	gamma1	0	1	1.0306
202	3	alpha1	0	1	1.1186
206	3	gamma3	0	1	1.3985
210	3	alpha3	0	1	2.2228
216	3	alpha4	0	1	1.1187
220	3	gamma5	0	n/a	n/a
226	3	beta3	0	1	0.5591
232	3	alpha2	0	1	0.7988
238	3	alpha5	0	1	1.1109
244	3	gamma4	0	1	1.0872
250	3	gamma2	0	1	0.9515
256	3	beta2	0	1	1.3192
264	3	beta1	0	1	1.1109
268	3	beta5	0	n/a	n/a
274	3	beta4	0	1	1.5355
278	3	alpha4	0	1	1.3917
284	3	beta4	0	n/a	n/a
290	3	beta3	0	1	0.98336
294	3	alpha5	0	1	0.83919
298	3	gamma1	0	1	1.0956
304	3	beta5	0	1	1.2
312	3	alpha2	0	1	0.76783
316	3	alpha3	0	1	2.535
324	3	beta1	0	1	1.3832
330	3	gamma3	0	1	1.1427
334	3	gamma5	0	0	1.3125
342	3	beta2	0	1	1.9278
346	3	beta2	1	1	1.4248
350	3	gamma2	0	1	1.1047
358	3	gamma4	0	1	1.1516
364	3	alpha1	0	1	0.84039
