onset	duration	item	repeat	accuracy	reaction_time
10	3	beta2	0	1	1.7472
16	3	beta1	0	1	1.9708
20	3	alpha1	0	1	1.6909
24	3	gamma3	0	1	0.91503
32	3	beta3	0	1	1.3555
38	3	alpha5	0	1	1.3311
42	3	alpha4	0	1	1.2913
50	3	gamma1	0	1	0.76368
56	3	alpha3	0	1	0.75537
60	3	alpha3	1	0	1.4838
68	3	alpha2	0	1	0.77136
72	3	beta4	0	1	0.93153
78	3	gamma2	0	1	0.76341
86	3	gamma2	1	0	0.8437
94	3	beta5	0	1	1.2199
98	3	gamma5	0	1	1.324
102	3	gamma4	0	1	0.93214
106	3	beta4	0	1	1.2839
110	3	beta2	0	1	0.86017
114	3	gamma1	0	1	0.90789
120	3	beta1	0	1	0.85997
126	3	gamma4	0	1	0.90064
132	3	gamma3	0	1	0.95625
136	3	beta5	0	1	0.88411
144	3	alpha4	0	1	0.6529
148	3	beta3	0	1	0.91675
152	3	gamma5	0	1	1.6126
158	3	alpha5	0	1	0.93246
164	3	alpha1	0	1	1.4848
168	3	alpha1	1	1	1.3491
174	3	gamma2	0	1	1.9892
182	3	alpha2	0	1	0.98902
188	3	alpha3	0	1	0.89315
196	3	gamma1	0	1	1.3889
202	3	alpha1	0	1	1.4773
206	3	gamma3	0	1	1.0931
210	3	alpha3	0	1	1.4051
216	3	alpha4	0	1	1.6778
220	3	gamma5	0	1	1.6539
226	3	beta3	0	1	0.89383
232	3	alpha2	0	1	1.8774
238	3	alpha5	0	1	1.198
244	3	gamma4	0	1	0.7657
250	3	gamma2	0	1	1.1416
256	3	beta2	0	1	0.98221
264	3	beta1	0	1	1.0464
268	3	beta5	0	0	1.5738
274	3	beta4	0	1	0.98257
278	3	alpha4	0	1	0.92598
284	3	beta4	0	1	0.69402
290	3	beta3	0	1	0.91854
294	3	alpha5	0	1	1.4385
298	3	gamma1	0	1	0.87064
304	3	beta5	0	1	0.78278
312	3	alpha2	0	1	0.94248
316	3	alpha3	0	1	0.9187
324	3	beta1	0	1	0.93459
330	3	gamma3	0	1	0.91889
334	3	gamma5	0	1	1.1992
342	3	beta2	0	1	0.82317
346	3	beta2	1	0	1.5031
350	3	gamma2	0	1	0.95889
358	3	gamma4	0	1	1.5674
364	3	alpha1	0	1	1.2631
