onset	duration	item	repeat	accuracy	reaction_time
10	3	gamma5	0	1	0.64468
18	3	beta2	0	1	0.6282
24	3	beta3	0	1	0.64474
28	3	beta3	1	1	0.76489
32	3	beta1	0	1	0.73244
38	3	alpha3	0	1	0.90041
42	3	beta5	0	1	0.72489
46	3	alpha4	0	1	0.67658
52	3	alpha1	0	0	1.4608
58	3	gamma1	0	1	0.58106
64	3	gamma4	0	1	0.74894
68	3	gamma2	0	1	0.71709
72	3	alpha2	0	1	1.0132
78	3	alpha5	0	1	0.87698
86	3	beta4	0	1	0.58945
90	3	gamma3	0	1	0.66138
94	3	gamma4	0	1	0.71754
98	3	gamma1	0	1	0.91751
104	3	alpha3	0	1	0.82944
110	3	alpha2	0	1	0.72542
118	3	alpha5	0	1	0.6775
124	3	alpha4	0	1	0.82195
130	3	gamma3	0	1	0.55022
136	3	gamma2	0	1	0.65411
144	3	beta5	0	1	0.63013
150	3	beta4	0	1	0.52633
156	3	beta2	0	1	0.68611
164	3	gamma5	0	1	0.56656
170	3	alpha1	0	1	0.64671
174	3	beta1	0	1	0.68679
178	3	beta3	0	1	0.8865
184	3	alpha3	0	1	0.71083
192	3	beta4	0	1	0.5986
196	3	beta2	0	1	0.79892
202	3	alpha1	0	1	0.83053
208	3	gamma5	0	1	0.67348
214	3	alpha5	0	1	0.62283
218	3	alpha5	1	1	0.73485
224	3	gamma2	0	1	0.62298
232	3	alpha2	0	1	0.60682
238	3	beta3	0	1	0.64748
244	3	beta5	0	1	0.799
252	3	gamma3	0	1	0.63967
256	3	beta1	0	1	0.82283
264	3	gamma1	0	1	0.67162
270	3	alpha4	0	1	0.57488
274	3	gamma4	0	1	0.59188
280	3	beta3	0	1	0.64784
284	3	beta5	0	1	0.68771
288	3	beta5	1	1	0.76827
296	3	beta2	0	1	0.56712
300	3	gamma3	0	1	0.63151
304	3	alpha2	0	1	0.61575
308	3	alpha3	0	1	0.66441
312	3	gamma1	0	1	0.6246
320	3	alpha1	0	1	0.59963
324	3	gamma5	0	1	0.55953
328	3	beta4	0	1	0.55261
336	3	beta1	0	1	0.5128
340	3	alpha4	0	1	0.69714
346	3	alpha4	1	1	0.67228
350	3	alpha5	0	1	0.56807
358	3	gamma2	0	1	0.51266
364	3	gamma4	0	1	0.5691
