onset	duration	item	repeat	accuracy	reaction_time
10	3	alpha1	0	n/a	n/a
14	3	beta4	0	1	0.88768
20	3	gamma5	0	1	0.86361
26	3	gamma3	0	1	1.1518
32	3	gamma2	0	1	2.1121
36	3	beta1	0	1	1.8155
40	3	alpha5	0	1	2.2163
46	3	beta2	0	1	1.5753
52	3	gamma1	0	1	1.0555
56	3	gamma4	0	1	1.4246
60	3	alpha4	0	1	1.2714
64	3	beta3	0	1	1.3516
72	3	beta3	1	1	1.7519
80	3	alpha2	0	1	1.0479
86	3	beta5	0	1	1.7039
94	3	alpha3	0	1	0.94433
98	3	gamma3	0	1	1.0483
104	3	alpha2	0	1	1.2962
110	3	alpha3	0	1	1.2167
114	3	beta3	0	1	1.6006
120	3	beta2	0	1	1.4167
128	3	gamma1	0	1	1.2567
134	3	gamma2	0	1	1.0966
142	3	gamma4	0	1	1.793
146	3	beta4	0	1	0.85661
154	3	alpha4	0	1	2.1208
158	3	alpha1	0	1	1.5611
166	3	beta5	0	1	2.2653
174	3	alpha5	0	1	1.2571
180	3	beta1	0	1	1.6335
186	3	gamma5	0	1	1.001
194	3	gamma3	0	1	1.0816
198	3	beta2	0	1	0.92973
204	3	beta2	1	1	1.1937
208	3	alpha4	0	1	1.0016
214	3	alpha1	0	0	2.1695
220	3	alpha2	0	1	1.858
226	3	alpha5	0	1	2.426
232	3	alpha3	0	1	2.1058
236	3	gamma2	0	1	1.5221
240	3	gamma5	0	1	1.3222
246	3	beta1	0	1	0.86583
250	3	beta3	0	1	1.0581
254	3	gamma1	0	1	1.0338
260	3	beta4	0	1	0.82601
266	3	beta5	0	1	0.80274
270	3	gamma4	0	1	0.97826
274	3	gamma4	1	1	1.2182
282	3	gamma5	0	1	2.0586
286	3	beta5	0	1	2.9948
292	3	alpha2	0	1	0.77857
300	3	alpha4	0	1	1.003
306	3	beta3	0	1	1.8829
312	3	gamma2	0	1	1.0032
320	3	beta4	0	1	0.88315
326	3	alpha3	0	1	1.1312
330	3	alpha1	0	1	1.0915
336	3	beta2	0	1	1.5395
344	3	gamma4	0	1	0.82737
348	3	beta1	0	n/a	n/a
352	3	beta1	1	0	0.80343
356	3	gamma1	0	1	1.1876
360	3	alpha5	0	1	0.97175
364	3	gamma3	0	1	1.236
