onset	duration	item	repeat	accuracy	reaction_time
10	3	alpha2	0	1	0.84001
18	3	beta2	0	1	0.79231
22	3	alpha1	0	1	0.89562
30	3	beta1	0	1	0.80053
34	3	gamma5	0	1	0.78392
42	3	gamma4	0	1	0.92001
46	3	gamma1	0	1	1.2158
50	3	beta5	0	1	1.2078
56	3	alpha4	0	1	1.2322
62	3	alpha3	0	1	1.3279
66	3	gamma3	0	1	0.78423
70	3	beta4	0	1	0.91202
78	3	alpha5	0	1	0.9447
86	3	beta3	0	1	0.84878
94	3	gamma2	0	1	1.0883
98	3	beta4	0	1	0.73642
102	3	alpha3	0	1	0.83272
110	3	gamma3	0	1	0.75316
114	3	beta5	0	1	0.97669
120	3	alpha5	0	1	0.79291
124	3	alpha5	1	0	1.913
132	3	beta2	0	1	0.84114
136	3	gamma4	0	1	0.76935
142	3	beta1	0	1	0.6572
148	3	alpha2	0	1	0.70516
152	3	gamma2	0	1	0.75332
156	3	beta3	0	1	1.4573
160	3	beta3	1	1	1.6094
166	3	gamma1	0	1	0.88181
172	3	gamma1	1	1	1.2972
178	3	alpha4	0	1	1.1297
182	3	alpha1	0	1	1.2181
188	3	gamma5	0	1	1.2977
192	3	beta1	0	1	0.8181
196	3	alpha3	0	1	1.6657
204	3	alpha4	0	1	1.2497
208	3	alpha5	0	1	0.91442
212	3	beta5	0	1	1.002
218	3	gamma3	0	1	0.95418
222	3	alpha2	0	1	0.87521
228	3	beta3	0	1	1.1626
232	3	alpha1	0	1	0.65826
240	3	beta4	0	1	0.95479
246	3	gamma4	0	1	0.89838
254	3	gamma2	0	1	1.0989
260	3	gamma5	0	1	1.371
266	3	gamma1	0	1	1.1547
272	3	beta2	0	1	0.81897
278	3	gamma2	0	1	1.0268
282	3	beta4	0	1	0.71481
288	3	gamma3	0	1	0.79508
294	3	alpha1	0	1	0.71543
300	3	alpha1	1	1	1.4356
308	3	alpha5	0	1	0.89161
314	3	gamma1	0	1	0.85176
320	3	gamma4	0	1	1.5875
326	3	alpha2	0	1	0.91414
334	3	beta5	0	1	1.0834
340	3	beta2	0	1	0.73812
346	3	beta1	0	1	1.6106
350	3	alpha4	0	1	0.87576
354	3	beta3	0	1	1.1163
360	3	alpha3	0	1	0.81971
368	3	gamma5	0	1	0.62806
