onset	duration	item	repeat	accuracy	reaction_time
10	3	alpha2	0	1	0.82065
18	3	beta2	0	1	0.82127
22	3	alpha1	0	1	0.74109
30	3	beta1	0	1	0.88482
34	3	gamma5	0	1	0.89321
42	3	gamma4	0	0	1.7494
46	3	gamma1	0	0	1.0373
50	3	beta5	0	1	0.62152
56	3	alpha4	0	1	0.86963
62	3	alpha3	0	1	0.65371
66	3	gamma3	0	1	0.6535
70	3	beta4	0	1	1.2298
78	3	alpha5	0	1	0.62936
86	3	beta3	0	1	0.73403
94	3	gamma2	0	1	0.78221
98	3	beta4	0	1	0.86223
102	3	alpha3	0	1	0.74977
110	3	gamma3	0	1	0.93921
114	3	beta5	0	1	1.0513
120	3	alpha5	0	1	0.6672
124	3	alpha5	1	1	0.94773
132	3	beta2	0	1	0.81113
136	3	gamma4	0	1	0.91036
142	3	beta1	0	1	0.89441
148	3	alpha2	0	1	0.65171
152	3	gamma2	0	1	0.81469
156	3	beta3	0	1	0.74299
160	3	beta3	1	1	1.2627
166	3	gamma1	0	1	0.85321
172	3	gamma1	1	1	1.3084
178	3	alpha4	0	1	0.76382
182	3	alpha1	0	1	1.3022
188	3	gamma5	0	1	0.85371
192	3	beta1	0	1	0.97504
196	3	alpha3	0	1	0.74326
204	3	alpha4	0	1	0.91958
208	3	alpha5	0	1	0.78946
212	3	beta5	0	1	0.86373
218	3	gamma3	0	1	0.71808
222	3	alpha2	0	1	1.0155
228	3	beta3	0	1	0.95932
232	3	alpha1	0	1	0.60764
240	3	beta4	0	1	0.73491
246	3	gamma4	0	1	1.9117
254	3	gamma2	0	1	1.1043
260	3	gamma5	0	1	1.1921
266	3	gamma1	0	1	0.80741
272	3	beta2	0	1	0.57555
278	3	gamma2	0	1	1.3604
282	3	beta4	0	1	0.64053
288	3	gamma3	0	1	0.65514
294	3	alpha1	0	1	0.67888
300	3	alpha1	1	1	1.1835
308	3	alpha5	0	1	1.0566
314	3	gamma1	0	1	0.64077
320	3	gamma4	0	1	0.99265
326	3	alpha2	0	1	1.0553
334	3	beta5	0	1	1.4084
340	3	beta2	0	1	0.88721
346	3	beta1	0	0	0.98245
350	3	alpha4	0	1	0.87139
354	3	beta3	0	1	0.98375
360	3	alpha3	0	1	0.83865
368	3	gamma5	0	1	0.95987
