onset	duration	item	repeat	accuracy	reaction_time
10	3	gamma2	0	1	1.4876
18	3	alpha4	0	1	1.168
24	3	gamma1	0	1	1.4322
28	3	beta5	0	1	1.6807
32	3	beta1	0	1	1.4647
36	3	beta2	0	1	2.0566
42	3	beta3	0	1	1.7347
48	3	beta4	0	1	1.1107
52	3	alpha2	0	1	1.2008
60	3	gamma3	0	1	0.97694
64	3	alpha5	0	1	1.0888
70	3	alpha5	1	0	1.2386
74	3	gamma4	0	1	0.79309
78	3	alpha1	0	1	1.5937
84	3	alpha3	0	1	2.5456
88	3	alpha3	1	1	1.2018
94	3	gamma5	0	1	1.0065
102	3	gamma5	1	1	2.202
106	3	beta5	0	1	0.88182
110	3	gamma2	0	1	1.0182
116	3	gamma5	0	1	0.9044
120	3	alpha3	0	1	1.1618
128	3	beta4	0	1	0.90612
132	3	gamma4	0	1	1.2866
136	3	gamma1	0	1	1.3381
140	3	beta3	0	1	1.0745
144	3	alpha5	0	1	1.3945
152	3	alpha1	0	1	1.1786
156	3	alpha4	0	1	1.9461
162	3	gamma3	0	1	1.0903
170	3	beta2	0	1	1.4986
176	3	alpha2	0	1	1.3226
182	3	beta1	0	1	0.93081
188	3	beta4	0	1	1.1712
194	3	beta2	0	1	1.3471
200	3	gamma2	0	1	1.2269
206	3	beta1	0	1	1.1228
214	3	alpha5	0	1	1.379
218	3	alpha1	0	0	1.3956
222	3	beta3	0	1	0.59525
228	3	gamma5	0	1	0.92357
236	3	alpha4	0	1	1.6198
240	3	beta5	0	1	1.1318
248	3	gamma3	0	1	1.1954
256	3	gamma1	0	1	1.5476
262	3	gamma4	0	1	1.6438
270	3	alpha3	0	1	0.97219
276	3	alpha2	0	1	0.97174
280	3	gamma5	0	1	1.1878
284	3	gamma5	1	0	1.3003
288	3	alpha1	0	1	1.1563
294	3	alpha3	0	1	2.1883
298	3	beta4	0	1	1.4605
304	3	gamma1	0	1	1.0045
310	3	gamma4	0	1	1.4969
314	3	alpha5	0	1	0.84514
322	3	alpha4	0	1	1.364
328	3	alpha2	0	1	1.8726
334	3	beta5	0	1	1.3213
340	3	beta2	0	1	1.4422
344	3	beta1	0	1	1.3484
350	3	gamma2	0	1	2.2105
358	3	gamma3	0	1	0.99661
366	3	beta3	0	1	1.2587
