onset	duration	item	repeat	accuracy	reaction_time
10	3	alpha4	0	1	1.546
16	3	beta2	0	1	0.62564
20	3	gamma3	0	1	1.0659
24	3	alpha1	0	1	0.93
28	3	alpha5	0	1	0.82623
32	3	beta1	0	1	1.6342
38	3	alpha2	0	1	0.90647
42	3	gamma4	0	1	1.378
50	3	alpha3	0	1	1.1142
54	3	beta3	0	1	1.4425
62	3	gamma2	0	1	0.63476
70	3	beta5	0	1	0.74019
74	3	beta4	0	1	0.89825
78	3	gamma5	0	1	0.65882
84	3	gamma1	0	1	0.97088
88	3	alpha3	0	1	1.0669
94	3	beta5	0	1	1.2108
100	3	gamma4	0	1	0.93862
106	3	gamma4	1	1	0.89872
114	3	alpha1	0	1	1.0354
118	3	beta3	0	1	0.77124
122	3	beta3	1	1	1.3074
126	3	gamma2	0	1	0.80322
132	3	gamma2	1	1	0.77121
136	3	alpha4	0	1	0.81967
140	3	alpha5	0	1	0.72309
148	3	beta1	0	1	0.45182
152	3	gamma5	0	1	0.73992
156	3	gamma5	1	1	0.65186
164	3	gamma1	0	1	0.69173
172	3	beta2	0	1	0.63559
180	3	alpha2	0	1	0.66824
184	3	gamma3	0	1	0.69171
188	3	beta4	0	1	0.64401
194	3	beta1	0	1	0.50799
202	3	alpha2	0	1	0.57224
210	3	alpha1	0	1	0.68402
216	3	gamma3	0	1	0.76411
220	3	beta5	0	1	1.1087
224	3	gamma1	0	1	0.73251
230	3	gamma4	0	0	0.80443
236	3	beta3	0	1	0.75652
242	3	alpha5	0	1	0.75652
246	3	alpha3	0	1	0.69286
252	3	beta2	0	1	0.87653
258	3	beta4	0	1	0.62928
262	3	alpha4	0	1	0.82113
270	3	gamma2	0	1	0.82891
278	3	gamma5	0	1	1.0051
282	3	alpha5	0	1	0.79736
288	3	gamma3	0	1	0.86129
292	3	gamma1	0	1	0.99738
298	3	beta4	0	1	1.5656
304	3	gamma4	0	1	0.73345
312	3	alpha1	0	1	0.90155
318	3	beta2	0	1	0.93371
324	3	alpha3	0	1	0.76581
330	3	alpha4	0	1	0.67809
336	3	beta1	0	1	0.94195
342	3	gamma2	0	1	0.73374
350	3	gamma5	0	1	0.95027
356	3	beta5	0	1	0.91058
362	3	beta3	0	1	0.95799
368	3	alpha2	0	1	0.76643
