onset	duration	item	repeat	accuracy	reaction_time
10	3	beta4	0	1	1.1275
14	3	beta2	0	1	0.56778
20	3	alpha4	0	1	0.60807
26	3	alpha2	0	1	0.63958
34	3	beta1	0	1	0.69598
38	3	gamma4	0	1	1.1118
44	3	alpha3	0	1	0.78375
48	3	beta3	0	1	0.9759
52	3	alpha1	0	1	0.64792
56	3	gamma1	0	1	0.6325
60	3	alpha5	0	1	1.2483
66	3	gamma5	0	1	0.69633
74	3	gamma2	0	1	0.75128
78	3	beta5	0	1	1.9362
84	3	gamma3	0	1	0.52765
88	3	beta3	0	1	1.5366
94	3	alpha1	0	1	0.5366
98	3	beta1	0	1	1.7047
102	3	alpha5	0	1	1.0889
106	3	alpha3	0	0	1.1929
112	3	beta4	0	1	1.0728
120	3	beta4	1	1	0.86481
128	3	alpha4	0	1	0.50496
132	3	gamma1	0	1	0.71286
140	3	gamma4	0	1	1.6012
144	3	beta5	0	1	0.72913
152	3	alpha2	0	1	0.72116
158	3	beta2	0	1	1.3534
164	3	gamma5	0	1	0.73709
170	3	gamma3	0	0	2.0409
176	3	gamma2	0	1	0.84106
180	3	alpha5	0	1	0.65805
188	3	gamma3	0	1	0.56934
194	3	beta2	0	1	1.561
202	3	beta5	0	1	0.57695
210	3	beta5	1	0	1.1454
216	3	gamma4	0	1	0.66498
220	3	gamma2	0	1	1.0186
224	3	alpha3	0	1	0.69825
228	3	gamma1	0	1	1.5621
234	3	alpha2	0	1	0.61791
240	3	alpha2	1	0	0.56166
246	3	gamma5	0	1	0.80107
252	3	alpha1	0	1	0.74517
256	3	beta1	0	1	1.2589
262	3	alpha4	0	1	0.78472
266	3	beta3	0	1	1.0561
272	3	beta4	0	1	0.68105
278	3	beta5	0	1	1.0486
282	3	beta3	0	0	1.2478
288	3	gamma2	0	1	0.57666
296	3	gamma4	0	1	0.93755
302	3	alpha1	0	1	0.60839
310	3	alpha5	0	1	0.68875
318	3	alpha4	0	1	1.7852
326	3	alpha3	0	1	1.3608
330	3	alpha3	1	1	0.87557
334	3	beta4	0	1	0.57967
342	3	gamma3	0	1	0.88887
346	3	alpha2	0	1	1.8081
352	3	beta2	0	1	1.9443
356	3	beta1	0	n/a	n/a
362	3	gamma5	0	1	1.5451
366	3	gamma1	0	1	1.0761
