onset	duration	item	repeat	accuracy	reaction_time
10	3	gamma1	0	1	1.0144
18	3	gamma3	0	1	1.5096
24	3	gamma4	0	1	1.4622
28	3	beta4	0	1	1.5417
36	3	alpha2	0	1	1.2864
40	3	alpha4	0	1	1.6783
48	3	beta5	0	1	1.2542
52	3	alpha3	0	1	1.2064
58	3	beta2	0	1	1.7263
64	3	beta2	1	1	1.8222
70	3	gamma5	0	1	1.5427
78	3	alpha1	0	1	1.5188
82	3	beta1	0	1	1.5748
86	3	alpha5	0	1	1.6946
92	3	beta3	0	1	1.2467
96	3	beta3	1	1	1.8389
102	3	gamma2	0	1	1.4379
106	3	beta3	0	1	1.2308
110	3	alpha2	0	1	0.96726
116	3	alpha1	0	1	1.2234
120	3	alpha3	0	1	1.0073
124	3	beta1	0	1	1.9179
128	3	gamma5	0	1	1.2316
136	3	alpha5	0	1	1.3113
142	3	gamma2	0	1	1.2779
148	3	gamma4	0	1	1.4067
154	3	beta4	0	1	1.1022
160	3	beta5	0	1	1.4798
166	3	gamma3	0	1	1.4076
170	3	alpha4	0	1	1.7362
178	3	gamma1	0	1	1.3713
184	3	beta2	0	1	1.6638
190	3	alpha5	0	1	1.5518
198	3	gamma2	0	1	0.93587
206	3	beta1	0	1	1.0639
212	3	alpha4	0	1	1.2964
216	3	alpha3	0	1	1.1846
220	3	beta4	0	1	1.2643
226	3	beta3	0	1	1.4958
234	3	beta2	0	1	1.1359
240	3	beta5	0	1	1.4086
244	3	gamma4	0	1	0.95264
252	3	gamma1	0	1	1.4727
258	3	alpha1	0	1	1.3278
262	3	gamma5	0	1	1.3047
268	3	gamma3	0	1	0.92092
272	3	alpha2	0	1	1.2241
276	3	alpha3	0	1	0.89707
280	3	beta5	0	1	1.0403
284	3	alpha1	0	1	1.2408
290	3	beta3	0	1	1.1767
296	3	gamma4	0	1	1.3526
300	3	gamma5	0	1	1.4815
306	3	gamma2	0	1	1.0881
310	3	alpha4	0	1	1.3213
316	3	alpha2	0	1	1.1286
320	3	gamma3	0	1	1.1301
324	3	beta2	0	1	1.4498
328	3	beta4	0	1	1.4095
336	3	beta4	1	0	1.2405
342	3	beta1	0	1	1.954
350	3	alpha5	0	1	1.0403
358	3	alpha5	1	1	1.2486
366	3	gamma1	0	1	1.2476
