onset	duration	item	repeat	accuracy	reaction_time
10	3	gamma1	0	1	1.3503
14	3	alpha1	0	1	1.2395
20	3	alpha1	1	1	1.2636
26	3	beta1	0	1	1.5913
30	3	beta5	0	1	1.3992
36	3	alpha4	0	1	0.97541
44	3	gamma5	0	1	1.1435
50	3	beta4	0	1	1.5756
56	3	beta2	0	1	1.5356
64	3	gamma4	0	1	1.5121
68	3	alpha5	0	1	1.9518
74	3	alpha2	0	1	1.2397
82	3	beta3	0	1	1.4643
90	3	alpha3	0	1	1.0561
94	3	gamma2	0	1	1.1921
100	3	gamma3	0	1	1.1281
108	3	gamma4	0	1	1.2164
112	3	alpha1	0	1	1.1362
116	3	alpha4	0	1	1.2248
120	3	beta2	0	1	1.5446
126	3	gamma3	0	1	0.81655
132	3	beta3	0	1	0.86474
138	3	gamma1	0	1	1.201
142	3	alpha2	0	1	1.6409
146	3	gamma5	0	1	1.3689
154	3	alpha3	0	1	1.0413
160	3	gamma2	0	1	1.1607
168	3	beta1	0	1	1.1769
174	3	alpha5	0	1	1.0412
178	3	beta5	0	1	1.0016
182	3	beta4	0	1	0.97754
186	3	beta5	0	1	0.93741
194	3	gamma3	0	1	0.88841
200	3	beta1	0	1	1.3443
204	3	alpha3	0	1	0.98538
208	3	gamma4	0	1	1.2419
214	3	gamma1	0	1	1.3752
218	3	gamma1	1	1	1.4337
224	3	alpha2	0	1	0.9038
228	3	beta4	0	1	0.99173
234	3	beta4	1	1	1.4551
240	3	beta3	0	1	0.91422
248	3	gamma2	0	1	1.3461
252	3	gamma5	0	1	1.4422
258	3	alpha5	0	1	1.25
264	3	beta2	0	1	1.3067
270	3	alpha1	0	1	1.7704
274	3	alpha4	0	1	1.2265
282	3	beta2	0	1	1.5944
288	3	alpha2	0	1	1.4109
296	3	gamma2	0	1	0.89858
302	3	gamma4	0	1	0.95455
308	3	gamma4	1	0	0.85902
316	3	beta1	0	1	0.94703
320	3	gamma1	0	1	1.2271
324	3	beta5	0	1	0.98701
328	3	beta4	0	1	1.267
332	3	beta3	0	1	0.9475
340	3	gamma3	0	1	0.90727
346	3	alpha4	0	1	1.2433
350	3	gamma5	0	1	0.90779
356	3	alpha3	0	1	1.4676
360	3	alpha5	0	1	0.96355
364	3	alpha1	0	1	1.3159
