onset	duration	item	repeat	accuracy	reaction_time
10	3	alpha2	0	n/a	n/a
14	3	beta1	0	1	0.98998
22	3	alpha4	0	1	0.6877
26	3	gamma2	0	1	0.8062
32	3	beta2	0	1	0.87804
38	3	alpha1	0	1	1.0704
44	3	beta5	0	1	0.70237
48	3	alpha3	0	1	0.77473
52	3	gamma3	0	1	1.1105
58	3	gamma1	0	1	1.0225
66	3	gamma1	1	1	1.3348
72	3	beta4	0	1	0.9108
78	3	alpha5	0	1	0.89503
82	3	gamma4	0	1	0.84696
88	3	gamma5	0	1	0.80743
94	3	beta3	0	1	1.6871
98	3	gamma2	0	1	1.1833
102	3	beta1	0	1	0.88749
108	3	beta1	1	0	1.3912
112	3	gamma5	0	1	1.0151
118	3	alpha3	0	1	0.82348
122	3	alpha4	0	1	1.0716
126	3	beta2	0	1	1.2636
132	3	beta3	0	1	1.1519
140	3	gamma1	0	1	0.82343
148	3	gamma4	0	1	0.85587
156	3	beta5	0	1	0.80025
164	3	gamma3	0	1	0.91126
168	3	alpha5	0	1	0.79992
172	3	alpha2	0	1	0.82394
176	3	beta4	0	1	0.94423
180	3	alpha1	0	1	0.99224
184	3	alpha3	0	1	0.88007
192	3	gamma4	0	1	0.76072
200	3	alpha2	0	1	1.1598
208	3	beta4	0	1	0.99191
214	3	alpha1	0	1	0.77522
218	3	gamma2	0	1	0.87269
222	3	gamma2	1	1	1.9531
230	3	beta2	0	1	0.77663
236	3	alpha4	0	1	0.71159
242	3	gamma1	0	1	1.065
246	3	gamma3	0	0	1.3609
252	3	beta3	0	1	1.4411
256	3	beta1	0	1	1.2495
260	3	beta5	0	1	1.0493
264	3	alpha5	0	1	0.8657
272	3	gamma5	0	1	0.79343
278	3	alpha4	0	1	1.1612
284	3	gamma2	0	1	0.98474
290	3	gamma2	1	0	1.1055
294	3	beta2	0	1	0.93
300	3	beta3	0	1	0.90564
304	3	gamma4	0	1	0.81773
308	3	beta5	0	1	0.92974
316	3	alpha3	0	1	0.85821
324	3	gamma3	0	1	1.418
328	3	beta1	0	1	1.0341
334	3	beta4	0	1	1.2982
340	3	gamma1	0	1	1.0025
346	3	alpha1	0	1	1.0267
354	3	gamma5	0	1	0.88222
360	3	alpha5	0	1	0.79908
366	3	alpha2	0	1	0.74674
