onset	duration	item	repeat	accuracy	reaction_time
10	3	gamma1	0	n/a	n/a
14	3	beta4	0	1	0.89866
20	3	beta1	0	1	1.0396
24	3	beta5	0	1	1.2188
32	3	gamma5	0	1	0.93586
38	3	alpha4	0	1	1.0394
42	3	alpha4	1	1	1.0191
48	3	alpha1	0	1	1.5827
56	3	beta2	0	1	1.04
60	3	gamma4	0	1	0.97914
66	3	alpha2	0	1	1.1114
74	3	alpha5	0	1	1.2556
78	3	beta3	0	1	1.2753
84	3	beta3	1	0	1.4964
88	3	alpha3	0	1	1.5554
96	3	gamma3	0	1	0.84756
102	3	gamma2	0	1	0.97541
106	3	alpha4	0	1	2.3196
110	3	gamma4	0	1	0.89873
114	3	gamma5	0	1	1.06
120	3	alpha3	0	1	1.0554
128	3	alpha2	0	1	1.8328
136	3	beta5	0	1	0.88203
140	3	gamma3	0	1	1.5402
144	3	gamma2	0	1	0.86775
148	3	gamma2	1	1	1.1251
154	3	beta4	0	1	1.219
160	3	beta1	0	1	1.2986
166	3	gamma1	0	1	0.9781
170	3	alpha5	0	1	1.0201
176	3	beta2	0	1	0.9865
180	3	beta3	0	1	1.0843
184	3	alpha1	0	1	0.83626
190	3	gamma2	0	1	0.90746
194	3	beta3	0	1	1.1245
198	3	gamma3	0	1	1.6126
206	3	beta5	0	1	1.1985
214	3	beta2	0	1	1.2212
222	3	alpha1	0	1	0.87724
228	3	gamma1	0	1	0.99628
234	3	alpha2	0	0	1.4056
242	3	alpha5	0	1	0.95708
246	3	beta1	0	1	0.87782
254	3	gamma4	0	1	1.1738
258	3	beta4	0	1	0.73333
262	3	alpha4	0	1	0.85372
266	3	gamma5	0	1	0.78987
272	3	alpha3	0	1	1.1169
276	3	gamma5	0	1	1.3658
282	3	gamma2	0	1	0.99013
288	3	beta4	0	1	1.2297
294	3	alpha1	0	1	0.93421
300	3	alpha1	1	0	1.1821
306	3	beta3	0	1	1.2862
312	3	gamma4	0	1	0.82251
316	3	alpha4	0	1	0.90246
324	3	beta2	0	1	0.92624
332	3	gamma3	0	0	1.0309
338	3	gamma1	0	0	1.5745
344	3	beta5	0	1	0.73441
350	3	alpha3	0	1	1.103
354	3	beta1	0	1	0.84699
360	3	alpha5	0	1	1.0393
364	3	alpha2	0	1	1.4305
