onset	duration	item	repeat	accuracy	reaction_time
10	3	gamma1	0	n/a	n/a
14	3	beta4	0	1	0.93624
20	3	beta1	0	1	1.0644
24	3	beta5	0	1	0.93681
32	3	gamma5	0	1	0.77705
38	3	alpha4	0	1	1.0253
42	3	alpha4	1	0	2.9132
48	3	alpha1	0	1	1.2963
56	3	beta2	0	1	0.7364
60	3	gamma4	0	1	0.84891
66	3	alpha2	0	1	0.68076
74	3	alpha5	0	1	0.72906
78	3	beta3	0	1	0.74487
84	3	beta3	1	0	1.057
88	3	alpha3	0	1	0.95294
96	3	gamma3	0	1	0.7849
102	3	gamma2	0	1	1.0809
106	3	alpha4	0	1	0.6892
110	3	gamma4	0	1	0.86523
114	3	gamma5	0	1	1.0333
120	3	alpha3	0	1	0.78556
128	3	alpha2	0	1	0.96139
136	3	beta5	0	1	0.84969
140	3	gamma3	0	1	1.9375
144	3	gamma2	0	1	0.72967
148	3	gamma2	1	1	0.88972
154	3	beta4	0	1	0.8341
160	3	beta1	0	1	0.9699
166	3	gamma1	0	1	0.97023
170	3	alpha5	0	1	1.1619
176	3	beta2	0	1	0.746
180	3	beta3	0	1	1.3623
184	3	alpha1	0	1	1.3223
190	3	gamma2	0	1	0.70627
194	3	beta3	0	1	1.5463
198	3	gamma3	0	1	0.84213
206	3	beta5	0	1	0.8263
214	3	beta2	0	1	0.93081
222	3	alpha1	0	1	1.323
228	3	gamma1	0	1	0.97876
234	3	alpha2	0	1	0.93874
242	3	alpha5	0	1	0.91485
246	3	beta1	0	1	0.87536
254	3	gamma4	0	1	1.0114
258	3	beta4	0	1	2.2352
262	3	alpha4	0	1	1.2433
266	3	gamma5	0	1	1.2431
272	3	alpha3	0	1	0.99535
276	3	gamma5	0	1	1.6752
282	3	gamma2	0	1	0.87587
288	3	beta4	0	1	0.78759
294	3	alpha1	0	1	0.98003
300	3	alpha1	1	1	1.1743
306	3	beta3	0	1	0.83814
312	3	gamma4	0	1	0.83584
316	3	alpha4	0	1	1.212
324	3	beta2	0	1	0.82796
332	3	gamma3	0	1	1.1484
338	3	gamma1	0	1	1.1246
344	3	beta5	0	1	1.7807
350	3	alpha3	0	1	1.0287
354	3	beta1	0	1	1.0522
360	3	alpha5	0	1	1.0045
364	3	alpha2	0	1	0.93244
