onset	duration	item	repeat	accuracy	reaction_time
10	3	alpha4	0	n/a	n/a
16	3	beta2	0	1	0.67966
20	3	gamma3	0	1	0.87363
24	3	alpha1	0	1	0.60229
28	3	alpha5	0	1	0.97796
32	3	beta1	0	1	1.4738
38	3	alpha2	0	1	1.1196
42	3	gamma4	0	1	1.0634
50	3	alpha3	0	1	0.89484
54	3	beta3	0	1	1.1302
62	3	gamma2	0	1	0.91912
70	3	beta5	0	1	1.4552
74	3	beta4	0	1	1.0106
78	3	gamma5	0	1	1.1199
84	3	gamma1	0	1	0.77563
88	3	alpha3	0	1	1.0669
94	3	beta5	0	1	1.1269
100	3	gamma4	0	1	1.0077
106	3	gamma4	1	1	0.89861
114	3	alpha1	0	1	0.80296
118	3	beta3	0	1	1.0822
122	3	beta3	1	1	1.0113
126	3	gamma2	0	1	0.89127
132	3	gamma2	1	1	0.71544
136	3	alpha4	0	1	0.89122
140	3	alpha5	0	1	0.71529
148	3	beta1	0	1	0.77959
152	3	gamma5	0	1	0.84354
156	3	gamma5	1	1	0.81953
164	3	gamma1	0	1	0.76349
172	3	beta2	0	1	0.66789
180	3	alpha2	0	1	0.72419
184	3	gamma3	0	1	0.86822
188	3	beta4	0	1	0.7718
194	3	beta1	0	1	0.93193
202	3	alpha2	0	1	0.86843
210	3	alpha1	0	1	0.74022
216	3	gamma3	0	1	0.99611
220	3	beta5	0	1	0.94015
224	3	gamma1	0	1	0.98063
230	3	gamma4	0	0	0.81274
236	3	beta3	0	1	0.84489
242	3	alpha5	0	1	1.1084
246	3	alpha3	0	1	0.84473
252	3	beta2	0	1	1.0527
258	3	beta4	0	1	0.92515
262	3	alpha4	0	1	0.86873
270	3	gamma2	0	1	0.86925
278	3	gamma5	0	1	0.72512
282	3	alpha5	0	1	0.71342
288	3	gamma3	0	1	1.0456
292	3	gamma1	0	1	0.92522
298	3	beta4	0	1	0.79725
304	3	gamma4	0	1	0.86126
312	3	alpha1	0	1	0.94951
318	3	beta2	0	1	0.96545
324	3	alpha3	0	1	1.006
330	3	alpha4	0	1	0.9658
336	3	beta1	0	1	0.83007
342	3	gamma2	0	1	0.87796
350	3	gamma5	0	1	0.90197
356	3	beta5	0	1	0.92599
362	3	beta3	0	1	1.0062
368	3	alpha2	0	1	1.1817
