onset	duration	item	repeat	accuracy	reaction_time
10	3	beta5	0	n/a	n/a
16	3	gamma3	0	1	0.7786
22	3	beta1	0	1	1.1861
28	3	alpha1	0	1	1.0177
36	3	gamma1	0	1	0.81779
44	3	gamma2	0	1	1.634
48	3	alpha2	0	1	0.90651
56	3	beta2	0	1	1.034
62	3	alpha4	0	1	1.4184
66	3	gamma5	0	1	1.8342
70	3	alpha3	0	1	1.9942
74	3	beta3	0	1	2.0429
78	3	gamma4	0	1	2.2185
84	3	alpha5	0	1	1.9708
88	3	beta4	0	1	1.9305
92	3	beta3	0	1	2.0185
100	3	beta3	1	1	1.731
104	3	beta4	0	1	1.1152
110	3	gamma4	0	1	1.4588
116	3	alpha1	0	1	1.7312
120	3	gamma3	0	1	1.5471
126	3	gamma1	0	1	1.2271
130	3	alpha4	0	1	1.7152
138	3	gamma2	0	1	1.2516
146	3	alpha2	0	1	1.3551
152	3	beta1	0	1	1.7556
156	3	gamma5	0	1	1.4993
160	3	alpha3	0	1	1.5316
168	3	beta5	0	1	1.7398
172	3	alpha5	0	1	1.5317
178	3	beta2	0	1	2.3241
184	3	gamma5	0	1	1.9399
190	3	beta3	0	1	1.852
196	3	beta5	0	1	1.3317
202	3	alpha4	0	1	1.476
210	3	alpha3	0	1	1.9566
214	3	beta4	0	1	1.2604
218	3	alpha5	0	1	0.99609
226	3	gamma1	0	1	1.0446
232	3	gamma2	0	1	1.0209
240	3	alpha1	0	1	1.1248
246	3	alpha2	0	1	1.3007
252	3	gamma4	0	1	1.7651
256	3	beta1	0	1	1.6047
260	3	gamma3	0	1	1.3089
266	3	beta2	0	1	1.533
272	3	alpha1	0	1	1.7731
276	3	gamma1	0	1	2.7493
280	3	alpha3	0	1	1.2468
288	3	alpha2	0	1	1.5174
296	3	alpha2	1	1	1.5811
300	3	gamma4	0	1	1.2292
304	3	beta1	0	1	1.1258
312	3	beta2	0	1	1.2536
316	3	beta2	1	1	1.1497
320	3	gamma3	0	1	0.75744
326	3	beta3	0	1	1.3415
334	3	beta4	0	0	2.2702
340	3	gamma2	0	1	1.3103
344	3	beta5	0	1	1.198
348	3	alpha5	0	1	1.6224
354	3	alpha4	0	1	1.1584
360	3	gamma5	0	1	1.078
366	3	gamma5	1	1	1.3986
