onset	duration	item	repeat	accuracy	reaction_time
10	3	alpha5	0	1	0.73047
18	3	alpha4	0	1	0.65063
22	3	gamma5	0	1	0.62664
28	3	beta5	0	1	0.59514
34	3	beta1	0	1	0.62733
38	3	alpha1	0	1	0.52297
44	3	beta4	0	1	0.49138
52	3	beta2	0	1	0.4991
60	3	alpha2	0	1	0.53168
66	3	beta3	0	1	0.61147
74	3	gamma2	0	1	0.58748
82	3	gamma2	1	1	1.116
86	3	gamma3	0	1	0.58759
92	3	alpha3	0	1	0.54759
96	3	gamma4	0	1	0.98772
102	3	gamma1	0	1	0.85216
110	3	alpha2	0	1	0.58813
116	3	beta5	0	1	0.46793
120	3	beta3	0	0	0.92392
124	3	gamma4	0	1	0.49202
132	3	gamma1	0	1	0.81219
138	3	gamma2	0	1	0.75618
142	3	gamma3	0	1	0.68423
146	3	alpha5	0	1	0.63677
154	3	alpha3	0	1	0.54836
160	3	gamma5	0	1	0.61254
164	3	alpha1	0	1	0.64487
172	3	beta1	0	1	0.58067
178	3	beta1	1	1	0.84481
182	3	alpha4	0	1	0.70124
188	3	beta4	0	1	0.57319
192	3	beta2	0	1	0.73314
198	3	alpha5	0	1	0.60544
202	3	gamma3	0	1	0.58121
208	3	beta3	0	1	0.54963
214	3	gamma4	0	1	0.74936
222	3	alpha2	0	1	0.60569
226	3	gamma2	0	1	0.65367
232	3	gamma2	1	0	0.44597
238	3	beta2	0	1	0.49364
242	3	beta5	0	1	0.46943
248	3	alpha3	0	1	0.59809
254	3	gamma5	0	1	0.53368
258	3	alpha4	0	1	0.54162
262	3	beta4	0	1	0.47018
266	3	gamma1	0	1	0.58213
274	3	alpha1	0	1	0.5179
278	3	beta1	0	1	0.59789
282	3	gamma2	0	1	0.61395
288	3	gamma4	0	1	0.94253
294	3	gamma1	0	1	0.97444
300	3	alpha1	0	1	0.57442
304	3	alpha4	0	1	0.60623
310	3	beta5	0	1	0.54286
314	3	beta2	0	1	0.59872
320	3	beta2	1	0	0.5264
328	3	alpha5	0	1	0.79057
332	3	alpha2	0	1	0.62416
336	3	beta4	0	1	0.6552
342	3	alpha3	0	1	0.69635
348	3	gamma3	0	1	0.60745
352	3	beta3	0	1	0.68949
360	3	gamma5	0	1	0.84706
368	3	beta1	0	1	0.93564
