onset	duration	item	repeat	accuracy	reaction_time
10	3	gamma1	0	1	0.71971
16	3	alpha5	0	1	0.84676
20	3	gamma3	0	1	0.76725
26	3	alpha2	0	1	0.87061
30	3	beta2	0	1	0.80802
34	3	alpha3	0	1	0.65544
40	3	gamma4	0	1	0.70318
46	3	gamma5	0	1	0.8711
52	3	beta4	0	1	0.68738
60	3	beta5	0	1	0.71943
68	3	beta3	0	1	0.90313
72	3	alpha1	0	1	0.62384
78	3	alpha1	1	1	0.9113
84	3	alpha4	0	1	0.59143
88	3	gamma2	0	1	0.58476
92	3	beta1	0	1	0.77673
98	3	beta5	0	1	0.69566
102	3	beta4	0	1	0.62484
106	3	alpha4	0	1	0.56867
110	3	gamma3	0	1	0.51235
116	3	gamma2	0	1	0.58418
124	3	alpha2	0	1	0.5527
130	3	gamma1	0	1	0.53713
138	3	beta3	0	1	0.67221
142	3	alpha3	0	1	0.5683
148	3	gamma4	0	1	0.75264
154	3	gamma4	1	1	0.89638
160	3	beta2	0	1	0.68053
166	3	gamma5	0	1	0.61679
174	3	alpha5	0	1	0.75303
180	3	alpha1	0	1	0.67265
184	3	beta1	0	1	0.61704
188	3	gamma1	0	1	0.67313
192	3	beta5	0	1	0.7608
196	3	alpha2	0	1	0.601
200	3	alpha2	1	1	0.8251
206	3	gamma4	0	1	0.59304
214	3	gamma2	0	1	0.56146
220	3	alpha5	0	1	0.5376
226	3	beta4	0	1	0.5856
230	3	alpha3	0	1	0.60928
234	3	beta3	0	1	0.6093
240	3	beta2	0	1	0.56991
248	3	alpha4	0	1	0.53789
252	3	gamma3	0	1	0.62555
256	3	gamma5	0	1	0.69804
264	3	alpha1	0	1	0.69804
272	3	beta1	0	1	0.61791
280	3	beta4	0	0	0.96211
286	3	gamma1	0	1	0.55403
292	3	beta3	0	1	0.60612
296	3	gamma4	0	1	0.69008
304	3	beta5	0	1	0.58638
310	3	alpha4	0	1	0.5783
314	3	alpha4	1	1	0.8264
318	3	gamma2	0	1	0.4669
324	3	gamma5	0	1	0.60282
330	3	alpha1	0	1	0.69098
336	3	alpha5	0	1	0.61904
344	3	alpha2	0	1	0.65122
348	3	gamma3	0	1	0.61923
356	3	alpha3	0	1	0.58698
364	3	beta2	0	1	0.54703
368	3	beta1	0	1	0.83509
