onset	duration	item	repeat	accuracy	reaction_time
10	3	gamma5	0	1	0.72776
18	3	alpha1	0	1	0.64737
22	3	gamma2	0	1	0.57627
28	3	beta2	0	1	0.45664
36	3	alpha5	0	1	0.47148
42	3	alpha5	1	0	0.71943
48	3	alpha3	0	1	0.72821
52	3	beta1	0	1	0.70361
58	3	alpha2	0	1	0.55241
62	3	beta5	0	1	0.4393
68	3	gamma3	0	1	0.59213
74	3	beta3	0	1	0.47991
82	3	beta4	0	1	0.54469
88	3	alpha4	0	1	0.54349
94	3	gamma4	0	1	0.47952
98	3	gamma1	0	1	0.75209
104	3	alpha3	0	1	0.44791
112	3	beta4	0	1	0.64811
118	3	alpha2	0	1	0.5038
124	3	gamma3	0	1	0.72798
128	3	gamma5	0	1	0.7437
134	3	alpha1	0	1	0.61559
142	3	alpha4	0	1	0.59254
146	3	beta5	0	1	0.5761
152	3	beta3	0	1	0.54378
158	3	alpha5	0	1	0.59191
166	3	beta1	0	1	0.53039
174	3	beta1	1	0	0.71209
178	3	gamma2	0	1	0.95145
186	3	gamma1	0	1	0.66669
192	3	beta2	0	1	0.78795
196	3	gamma4	0	1	0.65848
200	3	alpha4	0	1	0.63461
208	3	gamma3	0	1	0.54639
216	3	beta5	0	1	0.49107
220	3	alpha5	0	1	0.61902
224	3	gamma2	0	1	0.53933
230	3	beta1	0	1	0.50736
238	3	alpha3	0	1	0.76331
242	3	gamma5	0	1	0.66697
248	3	gamma1	0	1	0.68312
254	3	alpha1	0	1	0.60379
260	3	beta3	0	1	0.65944
268	3	alpha2	0	1	0.61945
272	3	beta4	0	1	0.6753
276	3	beta2	0	1	0.75548
280	3	gamma4	0	1	0.85192
284	3	gamma2	0	1	0.64397
288	3	beta2	0	1	0.65979
292	3	alpha2	0	1	0.72382
296	3	alpha4	0	1	0.60402
302	3	alpha4	1	0	0.68371
310	3	gamma1	0	1	0.56409
316	3	beta4	0	1	0.55631
320	3	beta5	0	1	0.78839
324	3	beta1	0	1	0.91647
330	3	alpha3	0	1	0.58824
334	3	gamma4	0	1	0.75656
338	3	alpha5	0	1	0.70871
344	3	alpha5	1	1	1.1568
352	3	beta3	0	1	0.63684
356	3	alpha1	0	1	0.79693
362	3	gamma3	0	1	0.57277
368	3	gamma5	0	1	0.98076
