onset	duration	item	repeat	accuracy	reaction_time
10	3	gamma5	0	n/a	n/a
14	3	alpha1	0	1	0.77569
18	3	gamma3	0	1	1.3915
22	3	gamma2	0	1	0.85544
30	3	alpha5	0	1	0.98413
36	3	gamma1	0	1	0.87216
40	3	gamma1	1	1	1.5202
44	3	alpha2	0	1	0.696
48	3	alpha2	1	1	1.264
54	3	alpha4	0	1	1.3837
60	3	beta4	0	1	1.2794
64	3	beta1	0	1	1.16
68	3	alpha3	0	1	1.3043
74	3	beta3	0	1	0.85511
78	3	beta2	0	1	1.1202
84	3	gamma4	0	1	1.5363
90	3	beta5	0	1	1.3281
98	3	gamma4	0	1	1.0878
106	3	gamma1	0	1	1.0161
112	3	beta5	0	1	1.0151
116	3	beta2	0	1	1.0726
122	3	alpha4	0	1	1.2974
128	3	gamma5	0	1	1.0956
136	3	gamma2	0	1	1.0555
144	3	beta1	0	1	1.0474
150	3	beta1	1	1	1.9999
154	3	beta4	0	1	1.2097
160	3	gamma3	0	1	1.2235
168	3	beta3	0	1	1.1124
172	3	alpha5	0	1	1.1123
178	3	alpha3	0	1	0.85612
182	3	alpha1	0	1	0.75216
190	3	alpha2	0	0	1.5205
194	3	gamma1	0	1	1.4662
198	3	gamma4	0	1	1.0417
206	3	beta2	0	1	0.73633
214	3	alpha5	0	1	0.90381
218	3	alpha3	0	1	1.1847
224	3	gamma2	0	1	0.8723
232	3	beta5	0	1	0.79196
238	3	beta3	0	1	1.1199
244	3	alpha2	0	n/a	n/a
250	3	beta4	0	1	0.74455
256	3	alpha1	0	1	0.88741
260	3	gamma3	0	1	0.94662
264	3	alpha4	0	1	1.171
270	3	gamma5	0	1	0.9606
274	3	beta1	0	1	1.0403
282	3	alpha1	0	1	1.1592
290	3	gamma3	0	1	0.984
294	3	gamma3	1	1	1.4595
298	3	gamma5	0	1	0.79561
304	3	alpha5	0	1	0.90466
310	3	beta3	0	1	1.1045
318	3	gamma2	0	1	0.80032
324	3	alpha4	0	1	0.81653
328	3	gamma1	0	1	0.69959
332	3	gamma4	0	1	1.0599
336	3	beta4	0	1	0.92363
342	3	beta2	0	1	0.8724
348	3	alpha2	0	1	0.92887
354	3	alpha3	0	1	1.0644
358	3	beta5	0	1	1.3764
364	3	beta1	0	1	1.2723
