onset	duration	item	repeat	accuracy	reaction_time
10	3	alpha2	0	n/a	n/a
16	3	gamma5	0	1	0.66479
22	3	beta4	0	1	0.8489
30	3	beta1	0	1	1.7772
34	3	beta3	0	1	1.0971
40	3	alpha4	0	1	0.93736
46	3	gamma4	0	1	0.96146
50	3	beta2	0	1	0.85762
58	3	gamma1	0	1	1.5458
62	3	alpha1	0	1	0.81735
66	3	alpha3	0	1	0.7617
70	3	gamma3	0	1	0.8177
74	3	gamma2	0	1	0.72987
78	3	beta5	0	1	1.0101
84	3	alpha5	0	1	0.9143
92	3	alpha1	0	1	0.99343
100	3	beta2	0	1	1.2737
104	3	beta4	0	1	1.3543
110	3	alpha2	0	1	0.89779
114	3	gamma1	0	1	0.96238
122	3	gamma4	0	1	1.2176
130	3	alpha3	0	1	0.86589
134	3	alpha3	1	1	1.0556
140	3	alpha5	0	1	0.96234
146	3	gamma5	0	1	0.7388
150	3	alpha4	0	1	0.89854
154	3	alpha4	1	1	0.97865
160	3	beta1	0	1	0.8027
168	3	beta5	0	1	1.579
172	3	gamma3	0	1	1.3312
180	3	gamma2	0	1	0.89822
184	3	beta3	0	1	0.89096
188	3	alpha4	0	1	0.97956
194	3	gamma5	0	1	1.1554
202	3	beta1	0	1	0.78123
206	3	beta5	0	1	2.0434
212	3	alpha5	0	1	0.89987
216	3	alpha3	0	1	0.92344
222	3	gamma4	0	1	0.84374
226	3	beta2	0	1	0.85947
234	3	gamma1	0	1	0.85205
240	3	alpha1	0	1	0.67612
246	3	gamma3	0	1	1.052
254	3	beta4	0	1	0.78035
258	3	beta3	0	1	0.83582
264	3	beta3	1	1	0.91616
270	3	alpha2	0	1	2.4046
274	3	gamma2	0	1	1.8121
278	3	alpha2	0	1	0.95043
284	3	gamma1	0	1	0.8607
290	3	alpha3	0	1	0.86841
296	3	gamma2	0	1	1.1966
300	3	gamma4	0	1	0.89241
306	3	beta3	0	1	0.84468
310	3	beta2	0	1	0.78855
318	3	gamma5	0	1	0.78096
326	3	alpha1	0	1	0.74881
332	3	beta5	0	1	0.79732
338	3	beta5	1	1	0.75694
342	3	alpha4	0	1	1.1964
346	3	beta4	0	1	1.0614
354	3	alpha5	0	1	2.5247
360	3	beta1	0	1	0.84569
366	3	gamma3	0	1	0.72532
