onset	duration	item	repeat	accuracy	reaction_time
10	3	gamma1	0	n/a	n/a
14	3	alpha3	0	1	0.85174
20	3	alpha3	1	1	0.99115
24	3	beta3	0	1	0.94728
30	3	gamma3	0	1	1.2638
34	3	beta2	0	1	0.9474
38	3	beta4	0	1	0.93889
44	3	gamma4	0	1	1.0157
48	3	alpha1	0	1	0.90381
54	3	beta1	0	1	0.68813
58	3	beta1	1	1	1.0116
64	3	gamma5	0	1	1.0882
70	3	alpha4	0	1	0.87206
74	3	beta5	0	1	0.91563
78	3	alpha2	0	1	0.93161
84	3	gamma2	0	1	0.76845
90	3	alpha5	0	1	0.7722
98	3	beta5	0	1	0.76836
104	3	beta2	0	1	0.72422
112	3	beta4	0	1	0.85991
120	3	beta1	0	0	1.0967
126	3	alpha3	0	1	0.70859
134	3	beta3	0	1	1.0687
138	3	alpha1	0	1	0.86039
146	3	gamma2	0	1	0.64032
154	3	gamma3	0	1	1.6525
158	3	gamma4	0	0	1.9806
164	3	alpha4	0	1	0.69609
170	3	gamma1	0	1	0.96851
174	3	alpha2	0	1	0.71692
180	3	gamma5	0	1	0.77294
188	3	alpha5	0	1	0.76847
196	3	beta4	0	1	0.69354
202	3	gamma2	0	1	0.87226
206	3	alpha3	0	1	0.78909
212	3	alpha5	0	1	2.5691
218	3	alpha5	1	1	0.82966
224	3	beta1	0	1	0.63316
228	3	beta2	0	1	1.3577
236	3	gamma1	0	1	0.81352
240	3	beta5	0	1	1.1178
246	3	gamma3	0	1	1.0538
252	3	gamma5	0	1	1.0939
258	3	gamma4	0	0	0.87732
264	3	alpha2	0	1	0.87037
268	3	beta3	0	1	1.086
276	3	alpha1	0	1	1.0142
282	3	alpha4	0	0	0.87051
286	3	beta3	0	1	0.8943
292	3	gamma2	0	1	0.87032
296	3	gamma3	0	1	1.3585
300	3	beta4	0	1	0.91035
304	3	alpha3	0	1	0.72658
312	3	beta2	0	1	0.87857
316	3	beta5	0	1	0.76704
324	3	beta5	1	1	1.215
330	3	gamma5	0	1	0.94265
334	3	alpha5	0	1	0.88682
338	3	alpha1	0	1	1.3589
342	3	alpha2	0	1	1.7748
346	3	beta1	0	1	0.70326
354	3	gamma1	0	1	1.639
362	3	gamma4	0	1	1.2637
366	3	alpha4	0	1	0.88731
