onset	duration	item	repeat	accuracy	reaction_time
10	3	gamma5	0	1	0.87455
14	3	alpha1	0	1	0.96324
18	3	gamma3	0	1	0.90677
22	3	gamma2	0	1	0.82676
30	3	alpha5	0	1	0.88298
36	3	gamma1	0	1	0.84335
40	3	gamma1	1	1	0.97901
44	3	alpha2	0	1	0.7876
48	3	alpha2	1	1	1.1871
54	3	alpha4	0	1	1.2675
60	3	beta4	0	1	0.84475
64	3	beta1	0	1	1.2845
68	3	alpha3	0	1	1.1158
74	3	beta3	0	1	1.1239
78	3	beta2	0	1	0.97194
84	3	gamma4	0	1	1.1075
90	3	beta5	0	1	0.91579
98	3	gamma4	0	1	0.85177
106	3	gamma1	0	1	1.1238
112	3	beta5	0	1	0.83623
116	3	beta2	0	1	1.2044
122	3	alpha4	0	1	1.0766
128	3	gamma5	0	1	1.1328
136	3	gamma2	0	1	1.0854
144	3	beta1	0	1	1.1569
150	3	beta1	1	1	1.5405
154	3	beta4	0	1	0.70904
160	3	gamma3	0	1	1.1891
168	3	beta3	0	1	0.69316
172	3	alpha5	0	1	1.2047
178	3	alpha3	0	1	0.91691
182	3	alpha1	0	1	1.821
190	3	alpha2	0	0	2.2532
194	3	gamma1	0	1	0.74228
198	3	gamma4	0	1	1.3496
206	3	beta2	0	1	1.0375
214	3	alpha5	0	1	0.73379
218	3	alpha3	0	1	0.82949
224	3	gamma2	0	1	0.93374
232	3	beta5	0	1	1.1581
238	3	beta3	0	1	2.5896
244	3	alpha2	0	1	0.83805
250	3	beta4	0	1	0.8699
256	3	alpha1	0	1	1.5418
260	3	gamma3	0	1	0.82245
264	3	alpha4	0	1	0.7343
270	3	gamma5	0	1	0.68622
274	3	beta1	0	1	1.0462
282	3	alpha1	0	1	0.87838
290	3	gamma3	0	1	0.84682
294	3	gamma3	1	1	1.3586
298	3	gamma5	0	1	0.7668
304	3	alpha5	0	1	0.79883
310	3	beta3	0	1	0.91857
318	3	gamma2	0	1	0.93464
324	3	alpha4	0	1	0.8712
328	3	gamma1	0	1	1.0147
332	3	gamma4	0	1	1.0791
336	3	beta4	0	1	0.62346
342	3	beta2	0	1	0.74331
348	3	alpha2	0	1	0.79116
354	3	alpha3	0	1	0.99159
358	3	beta5	0	1	1.2637
364	3	beta1	0	1	1.0798
