onset	duration	item	repeat	accuracy	reaction_time
10	3	gamma2	0	n/a	n/a
14	3	beta5	0	1	0.88654
20	3	alpha4	0	1	0.99091
24	3	alpha4	1	1	1.0788
28	3	alpha5	0	1	1.2467
34	3	gamma3	0	1	0.91117
40	3	alpha2	0	1	1.1273
46	3	beta3	0	1	1.1512
50	3	beta1	0	1	1.2791
58	3	alpha3	0	1	1.015
66	3	gamma5	0	1	1.0554
70	3	beta2	0	1	1.2474
76	3	gamma4	0	1	1.0396
82	3	alpha1	0	1	1.0473
90	3	beta4	0	1	0.9919
98	3	gamma1	0	1	0.92754
102	3	gamma2	0	1	1.1916
110	3	beta5	0	1	1.0879
118	3	gamma3	0	1	1.072
124	3	gamma1	0	1	1.0574
128	3	alpha2	0	1	1.0403
136	3	alpha1	0	1	1.0166
140	3	beta3	0	1	0.96857
148	3	alpha4	0	1	0.95237
154	3	alpha4	1	1	1.1363
160	3	gamma4	0	1	0.90467
166	3	beta2	0	1	1.1837
170	3	gamma5	0	1	1.2323
174	3	beta4	0	1	1.4159
182	3	alpha5	0	1	0.87991
186	3	alpha5	1	1	1.2083
190	3	beta1	0	1	0.89621
196	3	alpha3	0	1	0.89614
200	3	gamma3	0	1	0.98465
206	3	beta1	0	1	0.97633
212	3	alpha3	0	1	1.0569
218	3	alpha1	0	1	1.1685
226	3	beta5	0	1	0.91281
230	3	beta5	1	1	1.4166
236	3	gamma4	0	1	0.80057
242	3	alpha2	0	1	1.1613
248	3	beta3	0	1	1.1533
254	3	gamma5	0	1	0.99318
260	3	beta4	0	1	1.1055
268	3	gamma2	0	1	1.0413
272	3	gamma1	0	1	1.1776
278	3	beta2	0	1	1.3135
282	3	alpha4	0	1	1.1614
286	3	alpha5	0	1	1.1853
292	3	gamma2	0	1	0.9294
296	3	beta5	0	1	1.2737
300	3	gamma1	0	1	1.0341
308	3	gamma5	0	1	1.1622
312	3	gamma4	0	1	1.3137
320	3	alpha4	0	1	0.97785
324	3	alpha2	0	1	1.0898
328	3	alpha1	0	1	2.2423
332	3	alpha3	0	0	1.0101
340	3	beta2	0	1	0.78631
344	3	beta4	0	1	1.202
350	3	beta1	0	1	0.89843
354	3	gamma3	0	1	1.0268
360	3	alpha5	0	1	1.0427
366	3	beta3	0	1	0.86656
