onset	duration	item	repeat	accuracy	reaction_time
10	3	beta5	0	n/a	n/a
14	3	beta5	1	1	1.3716
20	3	alpha1	0	1	0.93932
24	3	alpha4	0	1	0.96381
28	3	gamma4	0	1	1.3395
32	3	alpha3	0	1	1.5957
38	3	alpha3	1	1	1.5239
42	3	beta2	0	1	1.5235
50	3	beta3	0	1	1.5238
58	3	alpha2	0	1	1.6283
64	3	gamma5	0	1	1.3412
70	3	beta1	0	1	1.7958
74	3	gamma3	0	1	1.4921
78	3	gamma2	0	1	1.6281
84	3	alpha5	0	1	1.1643
90	3	beta4	0	1	1.1646
96	3	gamma1	0	1	1.1245
104	3	alpha4	0	1	1.1726
110	3	gamma1	0	1	0.98846
114	3	beta5	0	1	1.5088
122	3	beta1	0	1	1.1808
130	3	beta3	0	1	2.0687
134	3	gamma4	0	1	1.8207
142	3	gamma5	0	1	1.0529
146	3	gamma3	0	1	1.0209
152	3	beta2	0	1	0.88534
158	3	alpha3	0	1	1.4851
164	3	alpha2	0	1	1.1736
168	3	beta4	0	1	1.141
174	3	alpha1	0	1	1.1015
178	3	alpha1	1	1	1.8134
186	3	gamma2	0	1	0.8458
190	3	alpha5	0	1	1.0617
194	3	gamma1	0	1	0.96578
202	3	alpha2	0	1	1.2378
206	3	alpha4	0	1	2.0217
212	3	beta3	0	1	1.0696
220	3	alpha5	0	1	1.0222
226	3	alpha3	0	1	1.406
232	3	alpha1	0	1	1.5973
238	3	gamma4	0	1	1.5582
242	3	gamma3	0	1	1.2066
246	3	beta4	0	1	1.5581
250	3	beta5	0	1	1.3584
254	3	beta1	0	1	1.8866
262	3	gamma5	0	1	1.1905
268	3	beta2	0	1	1.2459
274	3	gamma2	0	1	1.0545
280	3	gamma3	0	1	1.1431
284	3	gamma4	0	1	1.4471
288	3	alpha3	0	1	1.1986
292	3	beta3	0	1	1.0231
296	3	gamma2	0	1	0.86321
300	3	alpha5	0	1	1.0152
306	3	alpha4	0	1	1.4789
312	3	beta4	0	1	1.0465
318	3	beta4	1	1	1.6069
322	3	beta2	0	1	1.4873
330	3	alpha1	0	1	1.4558
338	3	alpha2	0	n/a	n/a
346	3	beta5	0	1	1.0078
352	3	gamma5	0	1	1.1761
358	3	gamma1	0	1	1.1679
366	3	beta1	0	1	1.0641
