onset	duration	item	repeat	accuracy	reaction_time
10	3	gamma5	0	n/a	n/a
18	3	beta2	0	1	0.76382
22	3	gamma3	0	1	0.82028
28	3	beta4	0	1	0.69243
34	3	gamma1	0	1	0.60565
40	3	alpha3	0	1	0.69264
48	3	alpha3	1	1	0.82029
52	3	beta3	0	1	0.82024
58	3	gamma2	0	1	0.58059
64	3	alpha1	0	1	0.7728
72	3	beta5	0	1	0.74066
78	3	alpha5	0	1	0.637
82	3	alpha2	0	1	0.6607
88	3	gamma4	0	1	0.70908
94	3	gamma4	1	1	0.77319
98	3	alpha4	0	1	0.72532
106	3	beta1	0	1	0.83759
110	3	gamma1	0	1	0.61318
116	3	beta1	0	1	0.74171
122	3	gamma5	0	1	0.60514
126	3	beta2	0	1	0.60586
130	3	alpha5	0	1	0.61346
138	3	alpha1	0	1	0.66144
144	3	beta5	0	1	0.65376
152	3	alpha4	0	1	0.59809
160	3	gamma3	0	1	0.62221
164	3	beta3	0	1	0.64945
170	3	alpha2	0	1	0.6462
178	3	beta4	0	1	0.64188
182	3	alpha3	0	1	0.82225
186	3	gamma4	0	1	0.85404
194	3	gamma2	0	1	0.62211
200	3	beta1	0	1	0.74247
204	3	gamma3	0	1	0.66245
208	3	gamma3	1	1	1.0431
216	3	beta3	0	1	0.54301
220	3	alpha5	0	1	0.90587
224	3	alpha3	0	1	0.77115
230	3	gamma2	0	1	0.543
236	3	alpha4	0	1	0.71896
242	3	gamma5	0	1	0.68683
246	3	gamma4	0	1	0.85326
254	3	beta4	0	1	0.59103
260	3	beta2	0	1	0.62363
268	3	gamma1	0	1	0.76736
274	3	alpha1	0	1	0.69543
278	3	alpha1	1	1	1.1178
286	3	beta5	0	1	0.67183
292	3	alpha2	0	1	0.67957
296	3	gamma5	0	1	0.59201
302	3	beta1	0	1	0.69555
306	3	beta3	0	1	0.63677
310	3	alpha5	0	1	0.67817
314	3	beta2	0	1	0.5591
320	3	gamma3	0	1	0.58359
324	3	alpha4	0	1	0.84636
328	3	gamma2	0	1	0.57637
334	3	alpha1	0	1	0.68774
342	3	gamma1	0	1	0.6316
346	3	alpha2	0	1	0.67224
352	3	alpha3	0	1	0.83261
358	3	gamma4	0	1	0.58332
362	3	beta4	0	1	0.52598
368	3	beta5	0	1	0.58336
