onset	duration	item	repeat	accuracy	reaction_time
10	3	alpha1	0	n/a	n/a
14	3	beta4	0	1	0.73768
20	3	beta3	0	1	0.69538
24	3	beta1	0	1	0.82637
28	3	alpha5	0	1	0.6984
32	3	gamma1	0	1	0.65814
40	3	beta2	0	1	0.68203
48	3	gamma4	0	1	1.0491
52	3	alpha3	0	1	0.94647
56	3	beta5	0	1	0.69864
64	3	alpha4	0	1	0.80889
68	3	alpha4	1	1	0.93093
74	3	gamma2	0	1	0.57596
80	3	gamma3	0	1	0.61881
84	3	alpha2	0	1	0.6509
90	3	gamma5	0	1	0.63306
96	3	alpha5	0	1	0.89892
100	3	beta2	0	1	0.64308
108	3	alpha1	0	1	0.75485
112	3	alpha2	0	1	0.75542
118	3	gamma1	0	1	0.63505
122	3	beta4	0	1	0.64372
126	3	alpha3	0	1	0.72416
130	3	gamma5	0	1	0.61128
136	3	alpha4	0	1	0.76772
144	3	gamma3	0	1	0.61985
150	3	beta5	0	1	0.71595
154	3	gamma2	0	1	0.65961
162	3	gamma4	0	1	0.61215
166	3	beta1	0	1	0.58769
170	3	beta3	0	1	0.63605
176	3	gamma3	0	1	0.66007
184	3	alpha1	0	1	0.61345
190	3	alpha1	1	1	0.9175
196	3	beta4	0	1	0.65201
200	3	beta2	0	1	0.74045
206	3	beta3	0	1	0.61235
212	3	gamma4	0	1	0.77237
218	3	alpha2	0	1	0.67685
224	3	gamma2	0	1	0.62044
230	3	beta1	0	1	0.94085
234	3	alpha5	0	1	0.72451
240	3	beta5	0	1	0.5726
248	3	gamma1	0	1	0.72478
256	3	alpha4	0	1	0.75712
264	3	gamma5	0	1	0.67702
270	3	alpha3	0	1	0.64536
276	3	beta3	0	1	0.57358
280	3	gamma3	0	1	0.70159
286	3	gamma3	1	1	0.78147
290	3	alpha1	0	1	0.74162
296	3	beta4	0	1	0.686
300	3	beta2	0	1	0.67923
304	3	alpha2	0	1	0.77408
310	3	gamma4	0	1	0.83791
318	3	alpha4	0	1	0.69413
326	3	beta1	0	1	0.8382
330	3	beta5	0	1	0.97426
336	3	alpha5	0	1	0.67837
344	3	gamma1	0	1	0.70198
348	3	alpha3	0	1	0.63813
356	3	alpha3	1	1	0.75835
362	3	gamma5	0	1	0.59852
368	3	gamma2	0	1	0.67087
