onset	duration	item	repeat	accuracy	reaction_time
10	3	beta1	0	n/a	n/a
14	3	gamma2	0	1	0.74552
22	3	gamma3	0	1	0.73762
30	3	gamma1	0	1	0.78541
38	3	alpha5	0	1	0.7802
42	3	beta4	0	1	0.70495
46	3	beta5	0	1	0.80886
54	3	alpha2	0	1	0.73086
62	3	gamma5	0	1	0.72991
66	3	alpha1	0	1	1.0809
72	3	alpha3	0	1	0.74632
80	3	beta3	0	1	0.61749
88	3	gamma4	0	1	0.76991
94	3	beta2	0	1	0.81812
98	3	alpha4	0	1	0.80922
102	3	beta1	0	1	0.98548
106	3	alpha3	0	1	0.68961
114	3	gamma1	0	1	0.63441
118	3	alpha5	0	1	0.96229
124	3	gamma4	0	1	0.6344
130	3	gamma4	1	1	0.9541
136	3	beta2	0	1	0.65812
140	3	gamma2	0	1	0.65035
146	3	gamma3	0	1	0.7142
150	3	beta5	0	1	0.65932
154	3	beta4	0	1	0.73073
160	3	gamma5	0	1	0.72987
168	3	alpha4	0	1	0.84186
174	3	beta3	0	1	0.68854
180	3	alpha2	0	1	0.75254
188	3	alpha1	0	1	0.85656
194	3	gamma1	0	1	0.97581
200	3	beta4	0	1	0.73718
206	3	alpha3	0	1	0.70407
212	3	alpha1	0	1	0.7715
220	3	beta1	0	1	0.79197
226	3	alpha5	0	1	0.705
232	3	beta3	0	1	0.60077
236	3	alpha2	0	1	0.71245
242	3	alpha4	0	1	0.72887
250	3	beta2	0	1	0.68086
256	3	beta2	1	1	0.92857
262	3	gamma2	0	1	0.72014
266	3	gamma4	0	1	0.83255
272	3	gamma5	0	1	0.79257
276	3	beta5	0	1	1.1043
282	3	gamma3	0	1	0.86409
286	3	alpha1	0	1	0.73657
292	3	gamma3	0	1	0.68502
296	3	beta4	0	1	0.78487
300	3	beta1	0	1	0.92002
306	3	beta3	0	1	0.6209
310	3	alpha5	0	1	0.68865
314	3	gamma1	0	1	0.62497
318	3	beta2	0	1	0.85332
324	3	alpha2	0	1	0.76551
328	3	alpha2	1	1	0.89346
332	3	gamma2	0	1	0.67729
340	3	alpha3	0	1	0.88516
346	3	alpha4	0	1	1.1177
354	3	gamma4	0	1	0.84546
358	3	gamma5	0	1	0.74194
362	3	gamma5	1	1	0.89373
366	3	beta5	0	1	0.82972
