onset	duration	item	repeat	accuracy	reaction_time
10	3	beta2	0	n/a	n/a
14	3	alpha5	0	1	0.79974
18	3	alpha3	0	1	0.95174
22	3	beta4	0	1	0.86323
28	3	beta3	0	1	0.55193
34	3	beta1	0	1	0.87959
38	3	alpha2	0	1	0.77567
44	3	gamma1	0	1	0.78373
48	3	gamma5	0	1	1.0157
56	3	beta5	0	1	1.1041
62	3	alpha1	0	1	0.72161
68	3	gamma2	0	1	0.68838
74	3	gamma4	0	1	0.67226
82	3	alpha4	0	1	0.94437
86	3	gamma3	0	1	0.70424
92	3	alpha4	0	1	1.0641
96	3	gamma2	0	1	0.66432
104	3	alpha3	0	1	0.72798
108	3	alpha5	0	1	0.75233
114	3	alpha2	0	1	0.66394
118	3	alpha1	0	1	0.87229
124	3	beta2	0	1	0.65644
132	3	beta3	0	1	0.62437
136	3	beta4	0	1	0.70469
142	3	beta5	0	1	0.85672
150	3	beta1	0	1	0.63132
154	3	gamma4	0	1	0.84035
158	3	gamma1	0	1	0.87281
162	3	gamma3	0	1	0.68047
168	3	gamma5	0	1	0.71997
174	3	gamma5	1	1	0.89653
182	3	alpha3	0	1	0.65536
188	3	alpha1	0	1	0.75992
192	3	gamma4	0	1	0.71996
198	3	beta4	0	1	0.6722
206	3	gamma3	0	1	0.77587
212	3	gamma5	0	1	0.68024
218	3	beta1	0	1	0.68168
222	3	beta2	0	1	0.67363
226	3	alpha4	0	1	0.79375
230	3	beta3	0	1	0.63336
238	3	gamma2	0	1	0.91274
244	3	alpha2	0	1	0.60187
248	3	beta5	0	1	0.69763
254	3	gamma1	0	1	0.63407
258	3	alpha5	0	1	0.68199
262	3	gamma5	0	1	0.64224
266	3	gamma5	1	1	0.80205
270	3	alpha4	0	1	0.69038
278	3	beta1	0	1	0.81806
282	3	alpha3	0	1	0.67427
286	3	gamma2	0	1	0.61844
294	3	beta4	0	1	0.67783
300	3	beta3	0	1	0.61083
308	3	gamma3	0	1	0.70648
316	3	beta2	0	1	0.61853
320	3	alpha5	0	1	0.67424
326	3	alpha2	0	1	0.61113
332	3	alpha2	1	1	0.76659
338	3	alpha1	0	1	0.81111
344	3	gamma4	0	1	0.62721
352	3	gamma4	1	1	0.80709
358	3	beta5	0	1	0.69899
364	3	gamma1	0	1	0.6515
