onset	duration	item	repeat	accuracy	reaction_time
10	3	gamma5	0	n/a	n/a
18	3	beta2	0	1	0.8739
22	3	gamma3	0	1	0.84129
28	3	beta4	0	1	0.90444
34	3	gamma1	0	1	1.0086
40	3	alpha3	0	1	0.7049
48	3	alpha3	1	0	0.60856
52	3	beta3	0	1	1.0248
58	3	gamma2	0	1	0.85659
64	3	alpha1	0	1	1.0729
72	3	beta5	0	1	0.80898
78	3	alpha5	0	1	1.0332
82	3	alpha2	0	1	0.99296
88	3	gamma4	0	1	0.84149
94	3	gamma4	1	1	1.0173
98	3	alpha4	0	1	1.0253
106	3	beta1	0	1	0.95375
110	3	gamma1	0	1	0.77667
116	3	beta1	0	1	1.1375
122	3	gamma5	0	1	0.73739
126	3	beta2	0	1	0.84851
130	3	alpha5	0	1	0.69651
138	3	alpha1	0	1	0.80054
144	3	beta5	0	1	0.81805
152	3	alpha4	0	1	0.76171
160	3	gamma3	0	1	0.91394
164	3	beta3	0	1	0.79335
170	3	alpha2	0	1	0.88254
178	3	beta4	0	1	0.75462
182	3	alpha3	0	1	0.98662
186	3	gamma4	0	1	0.82654
194	3	gamma2	0	1	0.7303
200	3	beta1	0	1	1.0267
204	3	gamma3	0	1	0.75446
208	3	gamma3	1	1	1.1546
216	3	beta3	0	1	0.68283
220	3	alpha5	0	1	0.81084
224	3	alpha3	0	1	1.0267
230	3	gamma2	0	1	0.6974
236	3	alpha4	0	1	0.88167
242	3	gamma5	0	1	0.79963
246	3	gamma4	0	1	0.97117
254	3	beta4	0	1	0.69541
260	3	beta2	0	1	0.78386
268	3	gamma1	0	1	0.91109
274	3	alpha1	0	1	0.90774
278	3	alpha1	1	1	0.93152
286	3	beta5	0	1	0.81986
292	3	alpha2	0	1	0.83951
296	3	gamma5	0	1	0.75621
302	3	beta1	0	1	1.0039
306	3	beta3	0	1	0.7557
310	3	alpha5	0	1	0.6521
314	3	beta2	0	1	0.70088
320	3	gamma3	0	1	1.0124
324	3	alpha4	0	1	0.73215
328	3	gamma2	0	1	0.64436
334	3	alpha1	0	1	0.90865
342	3	gamma1	0	1	0.66841
346	3	alpha2	0	1	0.67627
352	3	alpha3	0	1	0.7486
358	3	gamma4	0	1	0.8445
362	3	beta4	0	1	0.74868
368	3	beta5	0	1	0.76518
