onset	duration	item	repeat	accuracy	reaction_time
10	3	gamma2	0	n/a	n/a
18	3	beta2	0	1	1.0201
22	3	beta5	0	1	1.1804
26	3	alpha3	0	1	1.1484
32	3	alpha4	0	1	0.95633
38	3	alpha5	0	1	2.0688
42	3	gamma3	0	1	1.1006
46	3	gamma1	0	1	1.1091
54	3	beta1	0	1	0.91837
62	3	beta4	0	0	2.125
68	3	beta4	1	1	1.3568
76	3	alpha2	0	1	1.5889
84	3	beta3	0	1	0.82959
92	3	gamma5	0	1	0.93365
96	3	alpha1	0	1	0.80535
104	3	gamma4	0	1	1.6538
110	3	gamma3	0	1	1.4617
116	3	gamma1	0	1	1.0058
120	3	beta4	0	1	0.89491
126	3	alpha2	0	1	0.92555
132	3	beta5	0	1	1.3022
138	3	alpha1	0	1	0.95777
142	3	alpha5	0	1	0.97431
150	3	alpha4	0	1	1.102
156	3	alpha3	0	1	1.3903
160	3	beta1	0	1	1.014
166	3	gamma2	0	1	0.97418
172	3	gamma4	0	1	0.86208
178	3	gamma5	0	1	0.93428
182	3	beta3	0	1	0.99044
186	3	beta2	0	1	0.75069
192	3	alpha2	0	1	0.99097
196	3	gamma3	0	1	0.99043
204	3	beta2	0	1	0.71868
208	3	gamma2	0	1	0.73509
212	3	gamma1	0	1	1.799
218	3	alpha1	0	1	0.67901
222	3	beta4	0	1	1.0152
226	3	gamma4	0	1	0.85506
230	3	beta3	0	1	0.75098
238	3	alpha5	0	1	0.6794
242	3	beta5	0	1	0.87966
248	3	gamma5	0	1	0.73468
254	3	alpha3	0	1	0.71924
260	3	beta1	0	1	0.82362
266	3	alpha4	0	1	0.72788
272	3	beta1	0	1	0.76801
278	3	beta1	1	1	2.4795
286	3	gamma1	0	1	1.008
290	3	alpha1	0	1	0.74372
296	3	alpha1	1	1	2.488
300	3	alpha3	0	1	1.4404
304	3	alpha2	0	1	0.84027
310	3	beta4	0	1	1.0721
318	3	beta2	0	1	2.1045
326	3	gamma2	0	1	0.6407
330	3	gamma5	0	1	1.8168
336	3	gamma5	1	1	2.2958
340	3	beta3	0	1	1.1208
344	3	alpha5	0	1	1.3445
352	3	alpha4	0	1	0.90461
358	3	gamma4	0	1	1.0888
362	3	beta5	0	1	1.8332
368	3	gamma3	0	1	0.7765
