onset	duration	item	repeat	accuracy	reaction_time
10	3	gamma2	0	n/a	n/a
14	3	beta5	0	1	0.7007
18	3	gamma4	0	1	0.72469
26	3	gamma1	0	1	0.62901
34	3	beta1	0	1	0.66074
42	3	beta3	0	1	1.3089
50	3	alpha2	0	1	0.71712
58	3	alpha5	0	1	0.8444
62	3	gamma3	0	1	0.66173
66	3	alpha1	0	1	0.69362
74	3	alpha4	0	1	1.1099
80	3	beta4	0	1	0.67732
88	3	gamma5	0	1	0.56575
94	3	alpha3	0	1	0.59763
100	3	alpha3	1	1	0.66206
106	3	beta2	0	1	0.39783
112	3	alpha2	0	1	0.63774
120	3	alpha4	0	1	0.59834
126	3	gamma3	0	1	0.5104
130	3	beta5	0	1	0.71852
136	3	alpha5	0	1	1.1505
140	3	gamma1	0	1	0.52628
144	3	alpha3	0	1	1.1504
148	3	beta4	0	1	0.5665
156	3	alpha1	0	1	0.72646
162	3	beta1	0	1	0.61456
166	3	beta1	1	1	0.84648
170	3	beta2	0	1	0.79899
176	3	beta3	0	1	0.86312
182	3	gamma2	0	1	0.72697
188	3	gamma4	0	1	0.80701
194	3	gamma5	0	1	0.6868
198	3	gamma4	0	1	0.83884
202	3	beta4	0	1	1.2791
206	3	alpha1	0	1	0.5752
214	3	alpha1	1	1	0.9434
222	3	gamma3	0	1	0.57535
226	3	beta1	0	1	0.82338
230	3	beta1	1	1	0.75958
236	3	gamma2	0	1	0.4797
242	3	alpha2	0	1	0.7039
248	3	gamma5	0	1	0.7356
256	3	beta3	0	1	0.91968
264	3	beta2	0	1	0.67976
268	3	alpha4	0	1	0.65582
274	3	alpha3	0	1	0.69628
278	3	gamma1	0	1	0.58387
282	3	alpha5	0	1	0.62422
288	3	beta5	0	1	0.67163
294	3	gamma4	0	1	0.60774
298	3	alpha1	0	1	0.592
302	3	gamma2	0	1	0.66363
308	3	gamma1	0	0	0.72775
316	3	beta3	0	1	0.75181
322	3	beta2	0	1	0.77623
328	3	beta1	0	1	0.92033
334	3	beta5	0	0	0.98396
338	3	beta4	0	1	1.1363
342	3	gamma5	0	1	0.72859
346	3	alpha5	0	1	0.69644
350	3	alpha3	0	1	0.61629
356	3	alpha2	0	1	0.71274
362	3	alpha4	0	1	0.69673
366	3	gamma3	0	1	0.61652
