onset	duration	item	repeat	accuracy	reaction_time
10	3	beta1	0	1	0.37094
18	3	gamma3	0	1	0.80334
26	3	gamma3	1	1	0.80341
30	3	alpha2	0	1	0.66745
38	3	alpha1	0	1	0.52365
42	3	beta4	0	1	0.55542
48	3	alpha3	0	1	0.53161
52	3	beta5	0	1	0.49978
58	3	beta5	1	1	1.0199
62	3	gamma5	0	1	0.58762
66	3	beta3	0	1	0.6921
72	3	alpha5	0	1	0.42016
78	3	gamma1	0	1	0.41966
84	3	gamma2	0	1	0.65986
90	3	alpha4	0	1	0.50032
96	3	gamma4	0	1	0.5319
104	3	beta2	0	1	0.43615
112	3	alpha5	0	1	0.41264
120	3	beta3	0	1	0.43643
124	3	alpha1	0	1	0.50823
128	3	alpha4	0	1	0.86852
134	3	beta1	0	1	0.51692
138	3	beta2	0	1	0.62877
142	3	gamma5	0	1	0.54081
148	3	gamma2	0	1	0.47688
152	3	beta4	0	1	0.52482
156	3	alpha3	0	1	0.46063
164	3	gamma3	0	1	0.48523
170	3	gamma4	0	1	0.43699
178	3	alpha2	0	1	0.45356
182	3	beta5	0	1	0.47752
186	3	gamma1	0	1	0.59704
192	3	beta5	0	1	0.46149
200	3	beta5	1	1	0.54138
206	3	gamma1	0	1	0.47748
212	3	gamma4	0	1	0.67763
216	3	beta4	0	1	0.6455
220	3	gamma2	0	1	0.61385
224	3	gamma5	0	1	0.61372
230	3	beta1	0	1	0.57406
238	3	alpha1	0	1	0.44607
246	3	alpha3	0	1	0.68611
252	3	gamma3	0	1	0.57446
260	3	alpha4	0	1	0.52627
264	3	beta3	0	1	0.55043
268	3	alpha2	0	1	0.51869
272	3	alpha5	0	1	0.4703
278	3	beta2	0	1	0.48646
284	3	beta1	0	1	0.47849
290	3	alpha2	0	1	0.48697
296	3	beta4	0	1	0.38259
302	3	gamma3	0	1	0.51865
308	3	alpha1	0	1	0.55929
314	3	alpha1	1	1	0.73519
318	3	alpha3	0	1	0.85492
322	3	gamma5	0	1	0.49513
330	3	beta5	0	1	0.53094
336	3	beta3	0	1	0.51161
340	3	gamma4	0	1	0.51523
346	3	gamma2	0	1	0.44292
352	3	alpha4	0	1	0.44748
360	3	beta2	0	1	0.50345
364	3	gamma1	0	1	0.584
368	3	alpha5	0	1	0.51998
