onset	duration	item	repeat	accuracy	reaction_time
10	3	beta4	0	1	0.37224
18	3	gamma5	0	1	0.46823
26	3	beta3	0	1	0.50086
32	3	gamma2	0	1	0.44486
40	3	beta5	0	1	0.58109
44	3	gamma4	0	1	0.54909
48	3	beta2	0	1	0.46868
54	3	alpha1	0	1	0.52507
58	3	alpha3	0	1	0.86904
62	3	alpha4	0	1	0.56521
70	3	alpha2	0	1	1.0292
76	3	beta1	0	1	0.43685
82	3	alpha5	0	1	0.7491
88	3	gamma3	0	1	0.48556
94	3	gamma1	0	1	0.35736
98	3	beta3	0	1	0.59779
102	3	gamma2	0	1	0.51776
106	3	alpha4	0	1	0.68542
112	3	gamma1	0	1	0.5338
118	3	beta5	0	1	0.4697
126	3	gamma5	0	1	0.47777
130	3	alpha2	0	1	0.5902
138	3	alpha2	1	1	0.74206
142	3	gamma4	0	1	0.68626
146	3	gamma3	0	1	1.0145
154	3	alpha5	0	1	0.7585
162	3	beta2	0	1	0.52677
166	3	beta1	0	1	0.51025
172	3	alpha1	0	1	0.51855
178	3	alpha3	0	1	0.66243
182	3	beta4	0	1	0.51067
186	3	beta3	0	1	0.50306
192	3	beta2	0	1	0.45477
200	3	gamma3	0	1	0.43878
206	3	alpha1	0	1	0.56723
214	3	gamma2	0	1	0.56677
218	3	beta1	0	1	0.56721
224	3	beta1	1	1	0.86321
230	3	beta5	0	1	0.94323
236	3	alpha5	0	1	0.53518
244	3	alpha4	0	1	0.53528
252	3	alpha4	1	1	1.1119
258	3	gamma5	0	1	0.51999
264	3	gamma4	0	1	0.59113
270	3	gamma4	1	1	0.67154
274	3	gamma1	0	1	0.65625
278	3	beta4	0	1	0.5922
284	3	alpha3	0	1	0.45518
288	3	alpha2	0	1	0.40836
294	3	gamma1	0	1	0.46345
300	3	alpha1	0	1	0.68776
304	3	alpha5	0	0	0.96054
308	3	beta1	0	1	0.71219
316	3	beta5	0	1	0.63222
322	3	gamma3	0	1	0.43925
328	3	gamma4	0	1	0.46328
332	3	alpha3	0	1	0.49651
336	3	gamma2	0	1	0.52868
340	3	alpha2	0	1	0.41705
344	3	beta3	0	1	0.41697
348	3	alpha4	0	1	0.529
354	3	beta2	0	1	0.60039
360	3	beta4	0	1	0.52739
368	3	gamma5	0	1	0.51183
