onset	duration	item	repeat	accuracy	reaction_time
10	3	alpha4	0	1	0.80834
18	3	alpha5	0	1	0.88853
26	3	gamma4	0	1	0.70482
30	3	alpha1	0	1	0.68055
36	3	gamma2	0	1	0.68037
44	3	beta3	0	1	0.97675
48	3	beta5	0	1	0.76079
56	3	gamma5	0	1	0.75296
62	3	alpha2	0	1	0.63258
68	3	alpha3	0	1	0.71295
72	3	gamma1	0	1	0.68128
80	3	beta4	0	1	0.68953
86	3	beta2	0	1	0.78585
94	3	beta1	0	1	0.88993
102	3	gamma3	0	1	0.69752
110	3	gamma1	0	0	0.80199
116	3	gamma4	0	0	0.8978
120	3	beta3	0	1	0.75371
126	3	alpha4	0	1	0.80179
132	3	beta4	0	1	0.75402
140	3	gamma5	0	1	0.87421
144	3	gamma3	0	1	0.97819
148	3	beta1	0	1	0.90619
152	3	alpha2	0	1	0.80272
156	3	alpha1	0	1	0.95446
162	3	alpha5	0	1	0.86653
168	3	beta5	0	1	0.79424
172	3	alpha3	0	1	0.69841
178	3	gamma2	0	1	0.69054
182	3	beta2	0	1	0.68249
188	3	beta3	0	1	0.6507
194	3	alpha3	0	1	0.63471
202	3	gamma4	0	1	0.65935
206	3	beta2	0	1	0.64319
210	3	alpha2	0	1	0.9712
216	3	alpha4	0	1	0.62707
222	3	gamma5	0	1	0.76319
230	3	alpha5	0	1	0.60312
234	3	beta5	0	1	0.76361
240	3	gamma1	0	1	1.0832
244	3	beta1	0	1	0.67549
250	3	alpha1	0	1	0.97932
258	3	beta4	0	1	0.58799
262	3	gamma3	0	1	0.75543
268	3	gamma2	0	1	0.6838
272	3	gamma2	1	1	1.0117
278	3	alpha3	0	1	0.66
286	3	alpha3	1	0	0.68371
290	3	alpha5	0	1	0.95579
294	3	alpha5	1	1	0.86829
298	3	alpha4	0	1	0.72408
302	3	beta1	0	1	0.62838
310	3	beta3	0	1	0.75606
316	3	gamma2	0	1	0.83607
322	3	beta4	0	1	0.71645
326	3	beta2	0	1	0.6448
332	3	gamma4	0	1	0.71644
336	3	alpha1	0	1	0.55637
340	3	alpha1	1	0	0.6127
346	3	gamma3	0	1	0.65261
352	3	gamma5	0	1	0.81271
358	3	beta5	0	1	0.78101
362	3	alpha2	0	1	0.66867
368	3	gamma1	0	1	0.58902
