onset	duration	item	repeat	accuracy	reaction_time
10	3	beta2	0	1	0.66403
14	3	alpha3	0	1	0.81765
20	3	alpha1	0	0	0.80784
24	3	alpha4	0	1	0.94582
32	3	alpha2	0	1	0.60749
40	3	beta5	0	1	0.68005
46	3	beta3	0	1	1.0082
50	3	gamma3	0	1	0.85159
56	3	gamma1	0	1	0.71146
62	3	gamma4	0	0	0.82391
68	3	beta1	0	1	0.83172
76	3	beta4	0	1	0.56051
84	3	gamma2	0	1	0.55178
92	3	gamma5	0	1	0.50384
98	3	alpha5	0	1	0.52063
102	3	beta4	0	1	0.64297
108	3	beta3	0	1	0.51122
114	3	beta1	0	1	0.52797
120	3	beta1	1	0	0.75233
124	3	alpha4	0	1	0.69889
128	3	gamma5	0	1	0.70699
132	3	alpha3	0	1	0.68335
136	3	alpha1	0	0	0.91554
142	3	gamma1	0	1	0.43976
148	3	gamma2	0	1	0.65619
154	3	beta2	0	1	0.70369
162	3	beta2	1	1	0.68007
166	3	gamma3	0	1	0.59198
172	3	gamma4	0	1	1.1125
180	3	alpha5	0	1	0.51987
186	3	alpha2	0	1	0.52729
190	3	alpha2	1	0	0.94373
194	3	beta5	0	1	0.40844
200	3	gamma3	0	1	0.45579
204	3	beta3	0	n/a	n/a
208	3	beta1	0	0	0.8076
214	3	alpha5	0	1	0.90381
222	3	beta5	0	1	0.47163
230	3	beta4	0	1	1.0481
238	3	alpha1	0	1	0.63174
242	3	alpha4	0	1	0.74392
246	3	gamma2	0	1	0.94436
250	3	gamma1	0	1	0.78388
254	3	gamma1	1	0	0.76815
258	3	beta2	0	1	0.71674
266	3	alpha2	0	1	0.51659
272	3	gamma4	0	1	0.56807
280	3	gamma5	0	1	0.62915
284	3	alpha3	0	1	0.82131
288	3	beta3	0	1	0.68491
296	3	alpha3	0	1	0.73292
300	3	gamma3	0	1	0.70134
306	3	beta4	0	1	0.6935
312	3	beta2	0	1	0.69318
318	3	alpha5	0	1	0.7894
326	3	gamma1	0	1	0.55745
330	3	beta1	0	1	0.78973
334	3	gamma2	0	1	0.88592
340	3	alpha1	0	1	0.62215
346	3	gamma5	0	1	0.7577
350	3	alpha2	0	1	0.59783
356	3	alpha4	0	1	0.69392
360	3	gamma4	0	1	0.61783
366	3	beta5	0	1	0.57445
