onset	duration	item	repeat	accuracy	reaction_time
10	3	beta1	0	1	1.3919
16	3	gamma3	0	1	0.62384
22	3	beta4	0	1	0.65599
26	3	alpha1	0	1	0.79992
34	3	alpha5	0	1	0.83974
40	3	beta3	0	1	0.62367
44	3	alpha3	0	1	0.63974
52	3	alpha4	0	0	1.0069
58	3	beta5	0	1	0.76748
62	3	alpha2	0	1	0.52918
70	3	gamma4	0	1	0.58315
74	3	gamma1	0	1	0.83124
82	3	gamma2	0	1	0.62363
90	3	gamma5	0	1	1.5116
94	3	beta2	0	1	0.57668
102	3	alpha2	0	1	0.68013
108	3	alpha3	0	1	0.73517
112	3	alpha5	0	1	1.0481
120	3	gamma4	0	1	0.4953
124	3	beta4	0	1	0.66326
132	3	alpha4	0	1	0.52772
140	3	beta2	0	1	0.97581
144	3	beta3	0	1	0.78371
148	3	beta5	0	0	0.78541
152	3	gamma1	0	1	0.43356
158	3	gamma5	0	1	0.52814
164	3	alpha1	0	1	0.62386
170	3	beta1	0	1	0.49516
174	3	gamma3	0	1	0.77762
180	3	gamma2	0	1	0.87159
184	3	alpha4	0	n/a	n/a
188	3	beta1	0	1	1.0979
192	3	beta4	0	0	1.1058
198	3	alpha2	0	1	0.4555
202	3	beta2	0	1	0.53584
208	3	alpha1	0	1	1.5201
214	3	gamma1	0	1	0.67177
218	3	alpha3	0	1	0.5913
222	3	gamma2	0	1	0.6185
228	3	beta5	0	1	0.51176
236	3	beta3	0	1	1.0392
242	3	gamma5	0	1	0.5515
250	3	alpha5	0	1	0.4904
254	3	gamma3	0	1	0.93061
262	3	gamma4	0	1	0.48782
268	3	gamma5	0	1	0.5067
272	3	beta4	0	1	0.70354
278	3	alpha5	0	1	0.77932
282	3	alpha2	0	1	0.65939
288	3	alpha2	1	1	1.2514
294	3	beta1	0	1	0.49926
300	3	beta1	1	1	1.0512
304	3	beta3	0	1	1.0353
312	3	alpha4	0	1	0.73142
318	3	alpha4	1	0	0.47554
322	3	beta5	0	1	0.50764
328	3	alpha3	0	1	0.45198
332	3	gamma3	0	1	0.56354
336	3	gamma3	1	0	1.4437
344	3	alpha1	0	1	0.42786
350	3	gamma2	0	1	0.48385
356	3	gamma4	0	0	1.1802
362	3	gamma1	0	1	1.2681
366	3	beta2	0	1	0.94825
